district,localities,facility,type,owned,rented,rentfree,total,pct
MALAKAND PROTECTED AREA,All,Kitchen,Separate,40753,5317,3084,49154,54.44
MALAKAND PROTECTED AREA,All,Kitchen,Shared,21694,3305,1544,26543,29.4
MALAKAND PROTECTED AREA,All,Kitchen,None,10540,2359,1695,14594,16.16
MALAKAND PROTECTED AREA,All,Bathroom,Separate,44494,6107,3191,53792,59.58
MALAKAND PROTECTED AREA,All,Bathroom,Shared,21672,3639,1748,27059,29.97
MALAKAND PROTECTED AREA,All,Bathroom,None,6821,1235,1384,9440,10.46
MALAKAND PROTECTED AREA,All,Latrine,Connected With Sewerage,13781,2315,974,17070,18.91
MALAKAND PROTECTED AREA,All,Latrine,Connected With Septic Tank,17775,2297,857,20929,23.18
MALAKAND PROTECTED AREA,All,Latrine,Connected With Open Drain,6425,1581,599,8605,9.529999999999999
MALAKAND PROTECTED AREA,All,Latrine,Pit With Slab,25132,3019,1670,29821,33.03
MALAKAND PROTECTED AREA,All,Latrine,Other,2506,446,497,3449,3.82
MALAKAND PROTECTED AREA,All,Latrine,None,7368,1323,1726,10417,11.54
MALAKAND PROTECTED AREA,Rural,Kitchen,Separate,37693,4280,3009,44982,54.92
MALAKAND PROTECTED AREA,Rural,Kitchen,Shared,19116,2464,1411,22991,28.07
MALAKAND PROTECTED AREA,Rural,Kitchen,None,10258,2027,1645,13930,17.01
MALAKAND PROTECTED AREA,Rural,Bathroom,Separate,40637,4738,3102,48477,59.19
MALAKAND PROTECTED AREA,Rural,Bathroom,Shared,19685,2865,1600,24150,29.49
MALAKAND PROTECTED AREA,Rural,Bathroom,None,6745,1168,1363,9276,11.33
MALAKAND PROTECTED AREA,Rural,Latrine,Connected With Sewerage,12358,1909,941,15208,18.57
MALAKAND PROTECTED AREA,Rural,Latrine,Connected With Septic Tank,16347,1666,817,18830,22.99
MALAKAND PROTECTED AREA,Rural,Latrine,Connected With Open Drain,5204,1077,551,6832,8.34
MALAKAND PROTECTED AREA,Rural,Latrine,Pit With Slab,23718,2518,1634,27870,34.03
MALAKAND PROTECTED AREA,Rural,Latrine,Other,2146,318,416,2880,3.52
MALAKAND PROTECTED AREA,Rural,Latrine,None,7294,1283,1706,10283,12.56
MALAKAND PROTECTED AREA,Urban,Kitchen,Separate,3060,1037,75,4172,49.74
MALAKAND PROTECTED AREA,Urban,Kitchen,Shared,2578,841,133,3552,42.35
MALAKAND PROTECTED AREA,Urban,Kitchen,None,282,332,50,664,7.92
MALAKAND PROTECTED AREA,Urban,Bathroom,Separate,3857,1369,89,5315,63.36
MALAKAND PROTECTED AREA,Urban,Bathroom,Shared,1987,774,148,2909,34.68
MALAKAND PROTECTED AREA,Urban,Bathroom,None,76,67,21,164,1.96
MALAKAND PROTECTED AREA,Urban,Latrine,Connected With Sewerage,1423,406,33,1862,22.2
MALAKAND PROTECTED AREA,Urban,Latrine,Connected With Septic Tank,1428,631,40,2099,25.02
MALAKAND PROTECTED AREA,Urban,Latrine,Connected With Open Drain,1221,504,48,1773,21.14
MALAKAND PROTECTED AREA,Urban,Latrine,Pit With Slab,1414,501,36,1951,23.26
MALAKAND PROTECTED AREA,Urban,Latrine,Other,360,128,81,569,6.78
MALAKAND PROTECTED AREA,Urban,Latrine,None,74,40,20,134,1.6
KHYBER AGENCY,All,Kitchen,Separate,57218,3173,2700,63091,56.47
KHYBER AGENCY,All,Kitchen,Shared,36952,1731,1709,40392,36.16
KHYBER AGENCY,All,Kitchen,None,6798,822,612,8232,7.37
KHYBER AGENCY,All,Bathroom,Separate,74773,4250,3373,82396,73.76000000000001
KHYBER AGENCY,All,Bathroom,Shared,17829,901,938,19668,17.61
KHYBER AGENCY,All,Bathroom,None,8366,575,710,9651,8.640000000000001
KHYBER AGENCY,All,Latrine,Connected With Sewerage,7396,675,335,8406,7.52
KHYBER AGENCY,All,Latrine,Connected With Septic Tank,9100,641,480,10221,9.15
KHYBER AGENCY,All,Latrine,Connected With Open Drain,16093,747,851,17691,15.84
KHYBER AGENCY,All,Latrine,Pit With Slab,48656,3092,2401,54149,48.47
KHYBER AGENCY,All,Latrine,Other,14020,353,493,14866,13.31
KHYBER AGENCY,All,Latrine,None,5703,218,461,6382,5.71
KHYBER AGENCY,Rural,Kitchen,Separate,51644,2299,2542,56485,56.55
KHYBER AGENCY,Rural,Kitchen,Shared,33281,991,1459,35731,35.77
KHYBER AGENCY,Rural,Kitchen,None,6548,557,567,7672,7.68
KHYBER AGENCY,Rural,Bathroom,Separate,66914,2858,3088,72860,72.94
KHYBER AGENCY,Rural,Bathroom,Shared,16522,524,795,17841,17.86
KHYBER AGENCY,Rural,Bathroom,None,8037,465,685,9187,9.199999999999999
KHYBER AGENCY,Rural,Latrine,Connected With Sewerage,6377,425,293,7095,7.1
KHYBER AGENCY,Rural,Latrine,Connected With Septic Tank,8565,571,461,9597,9.609999999999999
KHYBER AGENCY,Rural,Latrine,Connected With Open Drain,15382,572,816,16770,16.79
KHYBER AGENCY,Rural,Latrine,Pit With Slab,41912,1840,2125,45877,45.93
KHYBER AGENCY,Rural,Latrine,Other,13694,252,426,14372,14.39
KHYBER AGENCY,Rural,Latrine,None,5543,187,447,6177,6.18
KHYBER AGENCY,Urban,Kitchen,Separate,5574,874,158,6606,55.86
KHYBER AGENCY,Urban,Kitchen,Shared,3671,740,250,4661,39.41
KHYBER AGENCY,Urban,Kitchen,None,250,265,45,560,4.73
KHYBER AGENCY,Urban,Bathroom,Separate,7859,1392,285,9536,80.63
KHYBER AGENCY,Urban,Bathroom,Shared,1307,377,143,1827,15.45
KHYBER AGENCY,Urban,Bathroom,None,329,110,25,464,3.92
KHYBER AGENCY,Urban,Latrine,Connected With Sewerage,1019,250,42,1311,11.08
KHYBER AGENCY,Urban,Latrine,Connected With Septic Tank,535,70,19,624,5.28
KHYBER AGENCY,Urban,Latrine,Connected With Open Drain,711,175,35,921,7.79
KHYBER AGENCY,Urban,Latrine,Pit With Slab,6744,1252,276,8272,69.94
KHYBER AGENCY,Urban,Latrine,Other,326,101,67,494,4.18
KHYBER AGENCY,Urban,Latrine,None,160,31,14,205,1.73
KURRAM AGENCY,All,Kitchen,Separate,30749,3337,2241,36327,54.15
KURRAM AGENCY,All,Kitchen,Shared,11926,1338,900,14164,21.11
KURRAM AGENCY,All,Kitchen,None,13963,1165,1462,16590,24.73
KURRAM AGENCY,All,Bathroom,Separate,36727,4069,2934,43730,65.19
