district,group,relationship,sex,total_pop,never_married,married,widowed,divorced
DERA ISMAIL KHAN DISTRICT,OVERALL,Father/Mother,Male,2405,,2049,353,3
DERA ISMAIL KHAN DISTRICT,OVERALL,Father/Mother,Female,6269,,2778,3480,11
DERA ISMAIL KHAN DISTRICT,OVERALL,Brother / Sister,Overall,14395,7066,7045,216,68
DERA ISMAIL KHAN DISTRICT,OVERALL,Brother / Sister,Male,11180,4360,6743,70,7
DERA ISMAIL KHAN DISTRICT,OVERALL,Brother / Sister,Female,3207,2698,302,146,61
DERA ISMAIL KHAN DISTRICT,OVERALL,Brother / Sister,Transgender,8,8,,,
DERA ISMAIL KHAN DISTRICT,OVERALL,Other Relative,Overall,16942,4085,11973,859,25
DERA ISMAIL KHAN DISTRICT,OVERALL,Other Relative,Male,4234,2176,1950,104,4
DERA ISMAIL KHAN DISTRICT,OVERALL,Other Relative,Female,12693,1894,10023,755,21
DERA ISMAIL KHAN DISTRICT,OVERALL,Other Relative,Transgender,15,15,,,
DERA ISMAIL KHAN DISTRICT,OVERALL,Non-Relative,Overall,6314,1884,4338,88,4
DERA ISMAIL KHAN DISTRICT,OVERALL,Non-Relative,Male,4424,1374,3035,13,2
DERA ISMAIL KHAN DISTRICT,OVERALL,Non-Relative,Female,1889,509,1303,75,2
DERA ISMAIL KHAN DISTRICT,OVERALL,Non-Relative,Transgender,1,1,,,
DERA ISMAIL KHAN DISTRICT,RURAL,Head,Overall,37113,1045,34179,1866,23
DERA ISMAIL KHAN DISTRICT,RURAL,Head,Male,32211,959,30496,746,10
DERA ISMAIL KHAN DISTRICT,RURAL,Head,Female,4900,84,3683,1120,13
DERA ISMAIL KHAN DISTRICT,RURAL,Head,Transgender,2,2,,,
DERA ISMAIL KHAN DISTRICT,RURAL,Spouse,Overall,33034,,33034,,
DERA ISMAIL KHAN DISTRICT,RURAL,Spouse,Male,1966,,1966,,
DERA ISMAIL KHAN DISTRICT,RURAL,Spouse,Female,31068,,31068,,
DERA ISMAIL KHAN DISTRICT,RURAL,Son/Daughter,Overall,46022,32003,13831,110,78
DERA ISMAIL KHAN DISTRICT,RURAL,Son/Daughter,Male,32811,19422,13333,43,13
DERA ISMAIL KHAN DISTRICT,RURAL,Son/Daughter,Female,13210,12580,498,67,65
DERA ISMAIL KHAN DISTRICT,RURAL,Son/Daughter,Transgender,1,1,,,
DERA ISMAIL KHAN DISTRICT,RURAL,Daughter / Son In Law,Overall,17706,,17535,167,4
DERA ISMAIL KHAN DISTRICT,RURAL,Daughter / Son In Law,Male,203,,199,4,
DERA ISMAIL KHAN DISTRICT,RURAL,Daughter / Son In Law,Female,17503,,17336,163,4
DERA ISMAIL KHAN DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,2374,2003,362,4,5
DERA ISMAIL KHAN DISTRICT,RURAL,Grand Son / Grand Daughter,Male,1372,1118,248,3,3
DERA ISMAIL KHAN DISTRICT,RURAL,Grand Son / Grand Daughter,Female,1002,885,114,1,2
DERA ISMAIL KHAN DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
DERA ISMAIL KHAN DISTRICT,RURAL,Father/Mother,Overall,7518,,4233,3274,11
DERA ISMAIL KHAN DISTRICT,RURAL,Father/Mother,Male,2094,,1786,305,3
DERA ISMAIL KHAN DISTRICT,RURAL,Father/Mother,Female,5424,,2447,2969,8
DERA ISMAIL KHAN DISTRICT,RURAL,Brother / Sister,Overall,12029,5754,6040,175,60
DERA ISMAIL KHAN DISTRICT,RURAL,Brother / Sister,Male,9409,3552,5787,63,7
DERA ISMAIL KHAN DISTRICT,RURAL,Brother / Sister,Female,2612,2194,253,112,53
DERA ISMAIL KHAN DISTRICT,RURAL,Brother / Sister,Transgender,8,8,,,
DERA ISMAIL KHAN DISTRICT,RURAL,Other Relative,Overall,14876,3465,10628,763,20
DERA ISMAIL KHAN DISTRICT,RURAL,Other Relative,Male,3717,1859,1763,92,3
DERA ISMAIL KHAN DISTRICT,RURAL,Other Relative,Female,11146,1593,8865,671,17
DERA ISMAIL KHAN DISTRICT,RURAL,Other Relative,Transgender,13,13,,,
DERA ISMAIL KHAN DISTRICT,RURAL,Non-Relative,Overall,5439,1716,3635,85,3
DERA ISMAIL KHAN DISTRICT,RURAL,Non-Relative,Male,3626,1223,2389,13,1
DERA ISMAIL KHAN DISTRICT,RURAL,Non-Relative,Female,1812,492,1246,72,2
DERA ISMAIL KHAN DISTRICT,RURAL,Non-Relative,Transgender,1,1,,,
DERA ISMAIL KHAN DISTRICT,URBAN,Head,Overall,5724,254,5161,303,6
DERA ISMAIL KHAN DISTRICT,URBAN,Head,Male,5211,235,4850,120,6
DERA ISMAIL KHAN DISTRICT,URBAN,Head,Female,513,19,311,183,
DERA ISMAIL KHAN DISTRICT,URBAN,Head,Transgender,,,,,
DERA ISMAIL KHAN DISTRICT,URBAN,Spouse,Overall,5062,,5062,,
DERA ISMAIL KHAN DISTRICT,URBAN,Spouse,Male,193,,193,,
DERA ISMAIL KHAN DISTRICT,URBAN,Spouse,Female,4869,,4869,,
DERA ISMAIL KHAN DISTRICT,URBAN,Son/Daughter,Overall,7845,5978,1831,23,13
DERA ISMAIL KHAN DISTRICT,URBAN,Son/Daughter,Male,5265,3516,1739,8,2
DERA ISMAIL KHAN DISTRICT,URBAN,Son/Daughter,Female,2580,2462,92,15,11
DERA ISMAIL KHAN DISTRICT,URBAN,Son/Daughter,Transgender,,,,,
DERA ISMAIL KHAN DISTRICT,URBAN,Daughter / Son In Law,Overall,1948,,1933,14,1
DERA ISMAIL KHAN DISTRICT,URBAN,Daughter / Son In Law,Male,34,,34,,
DERA ISMAIL KHAN DISTRICT,URBAN,Daughter / Son In Law,Female,1914,,1899,14,1
DERA ISMAIL KHAN DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,404,361,42,,1
DERA ISMAIL KHAN DISTRICT,URBAN,Grand Son / Grand Daughter,Male,214,185,29,,
DERA ISMAIL KHAN DISTRICT,URBAN,Grand Son / Grand Daughter,Female,190,176,13,,1
DERA ISMAIL KHAN DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
DERA ISMAIL KHAN DISTRICT,URBAN,Father/Mother,Overall,1156,,594,559,3
DERA ISMAIL KHAN DISTRICT,URBAN,Father/Mother,Male,311,,263,48,
DERA ISMAIL KHAN DISTRICT,URBAN,Father/Mother,Female,845,,331,511,3
DERA ISMAIL KHAN DISTRICT,URBAN,Brother / Sister,Overall,2366,1312,1005,41,8
DERA ISMAIL KHAN DISTRICT,URBAN,Brother / Sister,Male,1771,808,956,7,
DERA ISMAIL KHAN DISTRICT,URBAN,Brother / Sister,Female,595,504,49,34,8
DERA ISMAIL KHAN DISTRICT,URBAN,Brother / Sister,Transgender,,,,,
DERA ISMAIL KHAN DISTRICT,URBAN,Other Relative,Overall,2066,620,1345,96,5
DERA ISMAIL KHAN DISTRICT,URBAN,Other Relative,Male,517,317,187,12,1
DERA ISMAIL KHAN DISTRICT,URBAN,Other Relative,Female,1547,301,1158,84,4
DERA ISMAIL KHAN DISTRICT,URBAN,Other Relative,Transgender,2,2,,,
DERA ISMAIL KHAN DISTRICT,URBAN,Non-Relative,Overall,875,168,703,3,1
DERA ISMAIL KHAN DISTRICT,URBAN,Non-Relative,Male,798,151,646,,1
DERA ISMAIL KHAN DISTRICT,URBAN,Non-Relative,Female,77,17,57,3,
DERA ISMAIL KHAN DISTRICT,URBAN,Non-Relative,Transgender,,,,,
ABBOTTABAD DISTRICT,OVERALL,Head,Overall,214186,7344,186651,19517,674
ABBOTTABAD DISTRICT,OVERALL,Head,Male,172004,6600,159267,5812,325
ABBOTTABAD DISTRICT,OVERALL,Head,Female,42173,735,27384,13705,349
ABBOTTABAD DISTRICT,OVERALL,Head,Transgender,9,9,,,
ABBOTTABAD DISTRICT,OVERALL,Spouse,Overall,172140,,172140,,
ABBOTTABAD DISTRICT,OVERALL,Spouse,Male,14055,,14055,,
ABBOTTABAD DISTRICT,OVERALL,Spouse,Female,158085,,158085,,
ABBOTTABAD DISTRICT,OVERALL,Son/Daughter,Overall,259670,204872,52094,1068,1636
ABBOTTABAD DISTRICT,OVERALL,Son/Daughter,Male,168302,118253,49047,562,440
ABBOTTABAD DISTRICT,OVERALL,Son/Daughter,Female,91365,86616,3047,506,1196
ABBOTTABAD DISTRICT,OVERALL,Son/Daughter,Transgender,3,3,,,
ABBOTTABAD DISTRICT,OVERALL,Daughter / Son In Law,Overall,61488,,60898,573,17
ABBOTTABAD DISTRICT,OVERALL,Daughter / Son In Law,Male,1000,,986,10,4
ABBOTTABAD DISTRICT,OVERALL,Daughter / Son In Law,Female,60488,,59912,563,13
ABBOTTABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,10327,9387,921,6,13
ABBOTTABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,5720,5157,558,1,4
ABBOTTABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,4605,4228,363,5,9
ABBOTTABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,2,2,,,
ABBOTTABAD DISTRICT,OVERALL,Father/Mother,Overall,31701,,13854,17742,105
ABBOTTABAD DISTRICT,OVERALL,Father/Mother,Male,7793,,5919,1858,16
ABBOTTABAD DISTRICT,OVERALL,Father/Mother,Female,23908,,7935,15884,89
ABBOTTABAD DISTRICT,OVERALL,Brother / Sister,Overall,38822,23309,13700,1029,784
ABBOTTABAD DISTRICT,OVERALL,Brother / Sister,Male,26573,13572,12453,341,207
ABBOTTABAD DISTRICT,OVERALL,Brother / Sister,Female,12248,9736,1247,688,577
ABBOTTABAD DISTRICT,OVERALL,Brother / Sister,Transgender,1,1,,,
ABBOTTABAD DISTRICT,OVERALL,Other Relative,Overall,40158,11707,24185,4019,247
ABBOTTABAD DISTRICT,OVERALL,Other Relative,Male,12155,6696,4845,559,55
ABBOTTABAD DISTRICT,OVERALL,Other Relative,Female,27990,4998,19340,3460,192
ABBOTTABAD DISTRICT,OVERALL,Other Relative,Transgender,13,13,,,
ABBOTTABAD DISTRICT,OVERALL,Non-Relative,Overall,28476,16725,11390,314,47
ABBOTTABAD DISTRICT,OVERALL,Non-Relative,Male,22993,13953,8947,79,14
ABBOTTABAD DISTRICT,OVERALL,Non-Relative,Female,5475,2764,2443,235,33
ABBOTTABAD DISTRICT,OVERALL,Non-Relative,Transgender,8,8,,,
ABBOTTABAD DISTRICT,RURAL,Head,Overall,169867,5197,147957,16188,525
ABBOTTABAD DISTRICT,RURAL,Head,Male,134942,4677,125094,4894,277
ABBOTTABAD DISTRICT,RURAL,Head,Female,34922,517,22863,11294,248
ABBOTTABAD DISTRICT,RURAL,Head,Transgender,3,3,,,
ABBOTTABAD DISTRICT,RURAL,Spouse,Overall,136599,,136599,,
ABBOTTABAD DISTRICT,RURAL,Spouse,Male,11916,,11916,,
ABBOTTABAD DISTRICT,RURAL,Spouse,Female,124683,,124683,,
ABBOTTABAD DISTRICT,RURAL,Son/Daughter,Overall,204068,160757,41071,880,1360
ABBOTTABAD DISTRICT,RURAL,Son/Daughter,Male,133418,93637,38925,488,368
ABBOTTABAD DISTRICT,RURAL,Son/Daughter,Female,70647,67117,2146,392,992
ABBOTTABAD DISTRICT,RURAL,Son/Daughter,Transgender,3,3,,,
ABBOTTABAD DISTRICT,RURAL,Daughter / Son In Law,Overall,49490,,48976,501,13
ABBOTTABAD DISTRICT,RURAL,Daughter / Son In Law,Male,739,,728,8,3
ABBOTTABAD DISTRICT,RURAL,Daughter / Son In Law,Female,48751,,48248,493,10
ABBOTTABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,8204,7460,730,4,10
ABBOTTABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Male,4590,4121,464,1,4
ABBOTTABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Female,3612,3337,266,3,6
ABBOTTABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,2,2,,,
ABBOTTABAD DISTRICT,RURAL,Father/Mother,Overall,25006,,10642,14281,83
ABBOTTABAD DISTRICT,RURAL,Father/Mother,Male,6150,,4593,1541,16
ABBOTTABAD DISTRICT,RURAL,Father/Mother,Female,18856,,6049,12740,67
ABBOTTABAD DISTRICT,RURAL,Brother / Sister,Overall,29693,17853,10399,777,664
ABBOTTABAD DISTRICT,RURAL,Brother / Sister,Male,20572,10539,9572,279,182
ABBOTTABAD DISTRICT,RURAL,Brother / Sister,Female,9121,7314,827,498,482
ABBOTTABAD DISTRICT,RURAL,Brother / Sister,Transgender,,,,,
ABBOTTABAD DISTRICT,RURAL,Other Relative,Overall,30682,8460,18716,3309,197
ABBOTTABAD DISTRICT,RURAL,Other Relative,Male,8845,4746,3589,470,40
ABBOTTABAD DISTRICT,RURAL,Other Relative,Female,21832,3709,15127,2839,157
ABBOTTABAD DISTRICT,RURAL,Other Relative,Transgender,5,5,,,
ABBOTTABAD DISTRICT,RURAL,Non-Relative,Overall,9047,4450,4345,230,22
ABBOTTABAD DISTRICT,RURAL,Non-Relative,Male,6493,3633,2795,59,6
ABBOTTABAD DISTRICT,RURAL,Non-Relative,Female,2549,812,1550,171,16
ABBOTTABAD DISTRICT,RURAL,Non-Relative,Transgender,5,5,,,
ABBOTTABAD DISTRICT,URBAN,Head,Overall,44319,2147,38694,3329,149
ABBOTTABAD DISTRICT,URBAN,Head,Male,37062,1923,34173,918,48
ABBOTTABAD DISTRICT,URBAN,Head,Female,7251,218,4521,2411,101
ABBOTTABAD DISTRICT,URBAN,Head,Transgender,6,6,,,
ABBOTTABAD DISTRICT,URBAN,Spouse,Overall,35541,,35541,,
ABBOTTABAD DISTRICT,URBAN,Spouse,Male,2139,,2139,,
ABBOTTABAD DISTRICT,URBAN,Spouse,Female,33402,,33402,,
ABBOTTABAD DISTRICT,URBAN,Son/Daughter,Overall,55602,44115,11023,188,276
ABBOTTABAD DISTRICT,URBAN,Son/Daughter,Male,34884,24616,10122,74,72
ABBOTTABAD DISTRICT,URBAN,Son/Daughter,Female,20718,19499,901,114,204
ABBOTTABAD DISTRICT,URBAN,Son/Daughter,Transgender,,,,,
ABBOTTABAD DISTRICT,URBAN,Daughter / Son In Law,Overall,11998,,11922,72,4
ABBOTTABAD DISTRICT,URBAN,Daughter / Son In Law,Male,261,,258,2,1
ABBOTTABAD DISTRICT,URBAN,Daughter / Son In Law,Female,11737,,11664,70,3
ABBOTTABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,2123,1927,191,2,3
ABBOTTABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Male,1130,1036,94,,
ABBOTTABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Female,993,891,97,2,3
ABBOTTABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
ABBOTTABAD DISTRICT,URBAN,Father/Mother,Overall,6695,,3212,3461,22
ABBOTTABAD DISTRICT,URBAN,Father/Mother,Male,1643,,1326,317,
ABBOTTABAD DISTRICT,URBAN,Father/Mother,Female,5052,,1886,3144,22
ABBOTTABAD DISTRICT,URBAN,Brother / Sister,Overall,9129,5456,3301,252,120
ABBOTTABAD DISTRICT,URBAN,Brother / Sister,Male,6001,3033,2881,62,25
ABBOTTABAD DISTRICT,URBAN,Brother / Sister,Female,3127,2422,420,190,95
ABBOTTABAD DISTRICT,URBAN,Brother / Sister,Transgender,1,1,,,
ABBOTTABAD DISTRICT,URBAN,Other Relative,Overall,9476,3247,5469,710,50
ABBOTTABAD DISTRICT,URBAN,Other Relative,Male,3310,1950,1256,89,15
ABBOTTABAD DISTRICT,URBAN,Other Relative,Female,6158,1289,4213,621,35
ABBOTTABAD DISTRICT,URBAN,Other Relative,Transgender,8,8,,,
ABBOTTABAD DISTRICT,URBAN,Non-Relative,Overall,19429,12275,7045,84,25
ABBOTTABAD DISTRICT,URBAN,Non-Relative,Male,16500,10320,6152,20,8
ABBOTTABAD DISTRICT,URBAN,Non-Relative,Female,2926,1952,893,64,17
ABBOTTABAD DISTRICT,URBAN,Non-Relative,Transgender,3,3,,,
BATAGRAM DISTRICT,OVERALL,Head,Overall,68793,1380,63767,3622,24
BATAGRAM DISTRICT,OVERALL,Head,Male,57313,1293,54491,1515,14
BATAGRAM DISTRICT,OVERALL,Head,Female,11477,84,9276,2107,10
BATAGRAM DISTRICT,OVERALL,Head,Transgender,3,3,,,
BATAGRAM DISTRICT,OVERALL,Spouse,Overall,57657,,57657,,
BATAGRAM DISTRICT,OVERALL,Spouse,Male,2004,,2004,,
BATAGRAM DISTRICT,OVERALL,Spouse,Female,55653,,55653,,
BATAGRAM DISTRICT,OVERALL,Son/Daughter,Overall,64122,46874,17004,162,82
BATAGRAM DISTRICT,OVERALL,Son/Daughter,Male,45459,29271,16077,91,20
BATAGRAM DISTRICT,OVERALL,Son/Daughter,Female,18660,17600,927,71,62
BATAGRAM DISTRICT,OVERALL,Son/Daughter,Transgender,3,3,,,
BATAGRAM DISTRICT,OVERALL,Daughter / Son In Law,Overall,22781,,22624,152,5
BATAGRAM DISTRICT,OVERALL,Daughter / Son In Law,Male,228,,224,3,1
BATAGRAM DISTRICT,OVERALL,Daughter / Son In Law,Female,22553,,22400,149,4
BATAGRAM DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,3170,2628,536,5,1
BATAGRAM DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,1919,1521,394,3,1
BATAGRAM DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,1251,1107,142,2,
BATAGRAM DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,,,,,
BATAGRAM DISTRICT,OVERALL,Father/Mother,Overall,9120,,4498,4609,13
BATAGRAM DISTRICT,OVERALL,Father/Mother,Male,2033,,1513,519,1
BATAGRAM DISTRICT,OVERALL,Father/Mother,Female,7087,,2985,4090,12
BATAGRAM DISTRICT,OVERALL,Brother / Sister,Overall,9908,5936,3737,200,35
BATAGRAM DISTRICT,OVERALL,Brother / Sister,Male,7343,3733,3523,80,7
BATAGRAM DISTRICT,OVERALL,Brother / Sister,Female,2565,2203,214,120,28
BATAGRAM DISTRICT,OVERALL,Brother / Sister,Transgender,,,,,
BATAGRAM DISTRICT,OVERALL,Other Relative,Overall,11896,2220,8717,944,15
BATAGRAM DISTRICT,OVERALL,Other Relative,Male,2773,1218,1415,138,2
BATAGRAM DISTRICT,OVERALL,Other Relative,Female,9097,976,7302,806,13
BATAGRAM DISTRICT,OVERALL,Other Relative,Transgender,26,26,,,
BATAGRAM DISTRICT,OVERALL,Non-Relative,Overall,2280,824,1407,46,3
BATAGRAM DISTRICT,OVERALL,Non-Relative,Male,1671,681,973,16,1
BATAGRAM DISTRICT,OVERALL,Non-Relative,Female,606,140,434,30,2
BATAGRAM DISTRICT,OVERALL,Non-Relative,Transgender,3,3,,,
BATAGRAM DISTRICT,RURAL,Head,Overall,68793,1380,63767,3622,24
BATAGRAM DISTRICT,RURAL,Head,Male,57313,1293,54491,1515,14
BATAGRAM DISTRICT,RURAL,Head,Female,11477,84,9276,2107,10
BATAGRAM DISTRICT,RURAL,Head,Transgender,3,3,,,
BATAGRAM DISTRICT,RURAL,Spouse,Overall,57657,,57657,,
BATAGRAM DISTRICT,RURAL,Spouse,Male,2004,,2004,,
BATAGRAM DISTRICT,RURAL,Spouse,Female,55653,,55653,,
BATAGRAM DISTRICT,RURAL,Son/Daughter,Overall,64122,46874,17004,162,82
BATAGRAM DISTRICT,RURAL,Son/Daughter,Male,45459,29271,16077,91,20
BATAGRAM DISTRICT,RURAL,Son/Daughter,Female,18660,17600,927,71,62
BATAGRAM DISTRICT,RURAL,Son/Daughter,Transgender,3,3,,,
BATAGRAM DISTRICT,RURAL,Daughter / Son In Law,Overall,22781,,22624,152,5
BATAGRAM DISTRICT,RURAL,Daughter / Son In Law,Male,228,,224,3,1
BATAGRAM DISTRICT,RURAL,Daughter / Son In Law,Female,22553,,22400,149,4
BATAGRAM DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,3170,2628,536,5,1
BATAGRAM DISTRICT,RURAL,Grand Son / Grand Daughter,Male,1919,1521,394,3,1
BATAGRAM DISTRICT,RURAL,Grand Son / Grand Daughter,Female,1251,1107,142,2,
BATAGRAM DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
BATAGRAM DISTRICT,RURAL,Father/Mother,Overall,9120,,4498,4609,13
BATAGRAM DISTRICT,RURAL,Father/Mother,Male,2033,,1513,519,1
BATAGRAM DISTRICT,RURAL,Father/Mother,Female,7087,,2985,4090,12
BATAGRAM DISTRICT,RURAL,Brother / Sister,Overall,9908,5936,3737,200,35
BATAGRAM DISTRICT,RURAL,Brother / Sister,Male,7343,3733,3523,80,7
BATAGRAM DISTRICT,RURAL,Brother / Sister,Female,2565,2203,214,120,28
BATAGRAM DISTRICT,RURAL,Brother / Sister,Transgender,,,,,
BATAGRAM DISTRICT,RURAL,Other Relative,Overall,11896,2220,8717,944,15
BATAGRAM DISTRICT,RURAL,Other Relative,Male,2773,1218,1415,138,2
BATAGRAM DISTRICT,RURAL,Other Relative,Female,9097,976,7302,806,13
BATAGRAM DISTRICT,RURAL,Other Relative,Transgender,26,26,,,
BATAGRAM DISTRICT,RURAL,Non-Relative,Overall,2280,824,1407,46,3
BATAGRAM DISTRICT,RURAL,Non-Relative,Male,1671,681,973,16,1
BATAGRAM DISTRICT,RURAL,Non-Relative,Female,606,140,434,30,2
BATAGRAM DISTRICT,RURAL,Non-Relative,Transgender,3,3,,,
BATAGRAM DISTRICT,URBAN,Head,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Head,Male,,,,,
BATAGRAM DISTRICT,URBAN,Head,Female,,,,,
BATAGRAM DISTRICT,URBAN,Head,Transgender,,,,,
BATAGRAM DISTRICT,URBAN,Spouse,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Spouse,Male,,,,,
BATAGRAM DISTRICT,URBAN,Spouse,Female,,,,,
BATAGRAM DISTRICT,URBAN,Son/Daughter,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Son/Daughter,Male,,,,,
BATAGRAM DISTRICT,URBAN,Son/Daughter,Female,,,,,
BATAGRAM DISTRICT,URBAN,Son/Daughter,Transgender,,,,,
BATAGRAM DISTRICT,URBAN,Daughter / Son In Law,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Daughter / Son In Law,Male,,,,,
BATAGRAM DISTRICT,URBAN,Daughter / Son In Law,Female,,,,,
BATAGRAM DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Grand Son / Grand Daughter,Male,,,,,
BATAGRAM DISTRICT,URBAN,Grand Son / Grand Daughter,Female,,,,,
BATAGRAM DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
BATAGRAM DISTRICT,URBAN,Father/Mother,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Father/Mother,Male,,,,,
BATAGRAM DISTRICT,URBAN,Father/Mother,Female,,,,,
BATAGRAM DISTRICT,URBAN,Brother / Sister,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Brother / Sister,Male,,,,,
BATAGRAM DISTRICT,URBAN,Brother / Sister,Female,,,,,
BATAGRAM DISTRICT,URBAN,Brother / Sister,Transgender,,,,,
BATAGRAM DISTRICT,URBAN,Other Relative,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Other Relative,Male,,,,,
BATAGRAM DISTRICT,URBAN,Other Relative,Female,,,,,
BATAGRAM DISTRICT,URBAN,Other Relative,Transgender,,,,,
BATAGRAM DISTRICT,URBAN,Non-Relative,Overall,,,,,
BATAGRAM DISTRICT,URBAN,Non-Relative,Male,,,,,
BATAGRAM DISTRICT,URBAN,Non-Relative,Female,,,,,
BATAGRAM DISTRICT,URBAN,Non-Relative,Transgender,,,,,
HARIPUR DISTRICT,OVERALL,Head,Overall,161915,6126,138497,16671,621
HARIPUR DISTRICT,OVERALL,Head,Male,132439,5642,121520,4970,307
HARIPUR DISTRICT,OVERALL,Head,Female,29461,469,16977,11701,314
HARIPUR DISTRICT,OVERALL,Head,Transgender,15,15,,,
HARIPUR DISTRICT,OVERALL,Spouse,Overall,125365,,125365,,
HARIPUR DISTRICT,OVERALL,Spouse,Male,5327,,5327,,
HARIPUR DISTRICT,OVERALL,Spouse,Female,120038,,120038,,
HARIPUR DISTRICT,OVERALL,Son/Daughter,Overall,193333,152592,38331,883,1527
HARIPUR DISTRICT,OVERALL,Son/Daughter,Male,122683,86409,35624,353,297
HARIPUR DISTRICT,OVERALL,Son/Daughter,Female,70649,66182,2707,530,1230
HARIPUR DISTRICT,OVERALL,Son/Daughter,Transgender,1,1,,,
HARIPUR DISTRICT,OVERALL,Daughter / Son In Law,Overall,51463,,50944,511,8
HARIPUR DISTRICT,OVERALL,Daughter / Son In Law,Male,689,,684,5,
HARIPUR DISTRICT,OVERALL,Daughter / Son In Law,Female,50774,,50260,506,8
HARIPUR DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,9540,8854,666,5,15
HARIPUR DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,5191,4732,454,4,1
HARIPUR DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,4349,4122,212,1,14
HARIPUR DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,,,,,
HARIPUR DISTRICT,OVERALL,Father/Mother,Overall,24442,,9383,14908,151
HARIPUR DISTRICT,OVERALL,Father/Mother,Male,5202,,3797,1370,35
HARIPUR DISTRICT,OVERALL,Father/Mother,Female,19240,,5586,13538,116
HARIPUR DISTRICT,OVERALL,Brother / Sister,Overall,30262,18250,10201,1027,784
HARIPUR DISTRICT,OVERALL,Brother / Sister,Male,19520,9857,9232,293,138
HARIPUR DISTRICT,OVERALL,Brother / Sister,Female,10737,8388,969,734,646
HARIPUR DISTRICT,OVERALL,Brother / Sister,Transgender,5,5,,,
HARIPUR DISTRICT,OVERALL,Other Relative,Overall,32552,9784,19051,3415,302
HARIPUR DISTRICT,OVERALL,Other Relative,Male,8916,5311,3182,365,58
HARIPUR DISTRICT,OVERALL,Other Relative,Female,23631,4468,15869,3050,244
HARIPUR DISTRICT,OVERALL,Other Relative,Transgender,5,5,,,
HARIPUR DISTRICT,OVERALL,Non-Relative,Overall,18143,7376,10497,229,41
HARIPUR DISTRICT,OVERALL,Non-Relative,Male,15680,6288,9323,56,13
HARIPUR DISTRICT,OVERALL,Non-Relative,Female,2442,1067,1174,173,28
HARIPUR DISTRICT,OVERALL,Non-Relative,Transgender,21,21,,,
HARIPUR DISTRICT,RURAL,Head,Overall,140793,4841,120833,14571,548
HARIPUR DISTRICT,RURAL,Head,Male,115057,4465,105931,4388,273
HARIPUR DISTRICT,RURAL,Head,Female,25731,371,14902,10183,275
HARIPUR DISTRICT,RURAL,Head,Transgender,5,5,,,
HARIPUR DISTRICT,RURAL,Spouse,Overall,109319,,109319,,
HARIPUR DISTRICT,RURAL,Spouse,Male,4431,,4431,,
HARIPUR DISTRICT,RURAL,Spouse,Female,104888,,104888,,
HARIPUR DISTRICT,RURAL,Son/Daughter,Overall,166865,131701,33071,780,1313
HARIPUR DISTRICT,RURAL,Son/Daughter,Male,106249,74835,30848,318,248
HARIPUR DISTRICT,RURAL,Son/Daughter,Female,60615,56865,2223,462,1065
HARIPUR DISTRICT,RURAL,Son/Daughter,Transgender,1,1,,,
HARIPUR DISTRICT,RURAL,Daughter / Son In Law,Overall,45497,,45009,480,8
HARIPUR DISTRICT,RURAL,Daughter / Son In Law,Male,550,,545,5,
HARIPUR DISTRICT,RURAL,Daughter / Son In Law,Female,44947,,44464,475,8
HARIPUR DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,8427,7814,594,5,14
