district,group,relationship,total_pop,never_married,married,widowed,divorced
MARDAN DISTRICT,RURAL,Son/Daughter,343087,265303,76500,847,437
MARDAN DISTRICT,RURAL,Daughter / Son In Law,95888,,95311,561,16
MARDAN DISTRICT,RURAL,Grand Son / Grand Daughter,14839,13527,1296,12,4
MARDAN DISTRICT,RURAL,Father/Mother,41505,,19605,21869,31
MARDAN DISTRICT,RURAL,Brother / Sister,64730,40546,22977,1006,201
MARDAN DISTRICT,RURAL,Other Relative,57936,15297,39067,3520,52
MARDAN DISTRICT,RURAL,Non-Relative,17918,8940,8627,342,9
MARDAN DISTRICT,URBAN,Head,58650,1975,53724,2921,30
MARDAN DISTRICT,URBAN,Spouse,51483,,51483,,
MARDAN DISTRICT,URBAN,Son/Daughter,82960,63861,18766,212,121
MARDAN DISTRICT,URBAN,Daughter / Son In Law,20395,,20273,121,1
MARDAN DISTRICT,URBAN,Grand Son / Grand Daughter,3824,3510,310,4,
MARDAN DISTRICT,URBAN,Father/Mother,9044,,4262,4772,10
MARDAN DISTRICT,URBAN,Brother / Sister,17035,9838,6819,318,60
MARDAN DISTRICT,URBAN,Other Relative,15591,4738,10067,763,23
MARDAN DISTRICT,URBAN,Non-Relative,6643,4224,2359,54,6
SWABI DISTRICT,OVERALL,Head,211550,7698,191207,12414,231
SWABI DISTRICT,OVERALL,Spouse,180173,,180173,,
SWABI DISTRICT,OVERALL,Son/Daughter,300075,228740,69670,809,856
SWABI DISTRICT,OVERALL,Daughter / Son In Law,88325,,87681,618,26
SWABI DISTRICT,OVERALL,Grand Son / Grand Daughter,15682,14362,1300,12,8
SWABI DISTRICT,OVERALL,Father/Mother,35172,,15292,19815,65
SWABI DISTRICT,OVERALL,Brother / Sister,55774,33635,20753,991,395
SWABI DISTRICT,OVERALL,Other Relative,54188,16134,34730,3228,96
SWABI DISTRICT,OVERALL,Non-Relative,22891,12988,9549,318,36
SWABI DISTRICT,RURAL,Head,175107,6350,158520,10048,189
SWABI DISTRICT,RURAL,Spouse,149334,,149334,,
SWABI DISTRICT,RURAL,Son/Daughter,247313,188037,57912,661,703
SWABI DISTRICT,RURAL,Daughter / Son In Law,72834,,72307,504,23
SWABI DISTRICT,RURAL,Grand Son / Grand Daughter,12699,11582,1100,10,7
SWABI DISTRICT,RURAL,Father/Mother,29213,,12769,16393,51
SWABI DISTRICT,RURAL,Brother / Sister,46436,27919,17384,808,325
SWABI DISTRICT,RURAL,Other Relative,44832,13179,28935,2636,82
SWABI DISTRICT,RURAL,Non-Relative,19415,11322,7839,227,27
SWABI DISTRICT,URBAN,Head,36443,1348,32687,2366,42
SWABI DISTRICT,URBAN,Spouse,30839,,30839,,
SWABI DISTRICT,URBAN,Son/Daughter,52762,40703,11758,148,153
SWABI DISTRICT,URBAN,Daughter / Son In Law,15491,,15374,114,3
SWABI DISTRICT,URBAN,Grand Son / Grand Daughter,2983,2780,200,2,1
SWABI DISTRICT,URBAN,Father/Mother,5959,,2523,3422,14
SWABI DISTRICT,URBAN,Brother / Sister,9338,5716,3369,183,70
SWABI DISTRICT,URBAN,Other Relative,9356,2955,5795,592,14
SWABI DISTRICT,URBAN,Non-Relative,3476,1666,1710,91,9
CHARSADDA DISTRICT,OVERALL,Head,217558,5607,200597,11254,100
CHARSADDA DISTRICT,OVERALL,Spouse,192207,,192207,,
CHARSADDA DISTRICT,OVERALL,Son/Daughter,293131,231568,60649,623,291
CHARSADDA DISTRICT,OVERALL,Daughter / Son In Law,71415,,70971,437,7
CHARSADDA DISTRICT,OVERALL,Grand Son / Grand Daughter,10426,9530,881,9,6
CHARSADDA DISTRICT,OVERALL,Father/Mother,29128,,12690,16415,23
CHARSADDA DISTRICT,OVERALL,Brother / Sister,49505,32013,16505,868,119
CHARSADDA DISTRICT,OVERALL,Other Relative,41845,11573,27726,2511,35
CHARSADDA DISTRICT,OVERALL,Non-Relative,13534,6937,6357,234,6
CHARSADDA DISTRICT,RURAL,Head,180386,4326,167050,8934,76
CHARSADDA DISTRICT,RURAL,Spouse,159584,,159584,,
CHARSADDA DISTRICT,RURAL,Son/Daughter,241456,190846,49879,491,240
CHARSADDA DISTRICT,RURAL,Daughter / Son In Law,59427,,59077,344,6
CHARSADDA DISTRICT,RURAL,Grand Son / Grand Daughter,8816,8026,778,7,5
CHARSADDA DISTRICT,RURAL,Father/Mother,23963,,10734,13209,20
CHARSADDA DISTRICT,RURAL,Brother / Sister,39434,25502,13193,652,87
CHARSADDA DISTRICT,RURAL,Other Relative,33891,9255,22583,2024,29
CHARSADDA DISTRICT,RURAL,Non-Relative,10229,5042,4993,189,5
CHARSADDA DISTRICT,URBAN,Head,37172,1281,33547,2320,24
CHARSADDA DISTRICT,URBAN,Spouse,32623,,32623,,
CHARSADDA DISTRICT,URBAN,Son/Daughter,51675,40722,10770,132,51
CHARSADDA DISTRICT,URBAN,Daughter / Son In Law,11988,,11894,93,1
CHARSADDA DISTRICT,URBAN,Grand Son / Grand Daughter,1610,1504,103,2,1
CHARSADDA DISTRICT,URBAN,Father/Mother,5165,,1956,3206,3
CHARSADDA DISTRICT,URBAN,Brother / Sister,10071,6511,3312,216,32
CHARSADDA DISTRICT,URBAN,Other Relative,7954,2318,5143,487,6
CHARSADDA DISTRICT,URBAN,Non-Relative,3305,1895,1364,45,1
NOWSHERA DISTRICT,OVERALL,Head,195745,6083,178159,11272,231
NOWSHERA DISTRICT,OVERALL,Spouse,172237,,172237,,
NOWSHERA DISTRICT,OVERALL,Son/Daughter,272182,204985,65788,779,630
NOWSHERA DISTRICT,OVERALL,Daughter / Son In Law,74137,,73665,459,13
NOWSHERA DISTRICT,OVERALL,Grand Son / Grand Daughter,11719,10559,1146,10,4
NOWSHERA DISTRICT,OVERALL,Father/Mother,30753,,13949,16754,50
NOWSHERA DISTRICT,OVERALL,Brother / Sister,52113,30649,20247,908,309
NOWSHERA DISTRICT,OVERALL,Other Relative,47657,12939,31667,2928,123
NOWSHERA DISTRICT,OVERALL,Non-Relative,36692,19794,16553,327,18
NOWSHERA DISTRICT,RURAL,Head,150426,4565,137226,8461,174
NOWSHERA DISTRICT,RURAL,Spouse,132319,,132319,,
NOWSHERA DISTRICT,RURAL,Son/Daughter,213210,159154,52983,583,490
NOWSHERA DISTRICT,RURAL,Daughter / Son In Law,60509,,60139,360,10
NOWSHERA DISTRICT,RURAL,Grand Son / Grand Daughter,9535,8585,941,6,3
NOWSHERA DISTRICT,RURAL,Father/Mother,24406,,11200,13160,46
NOWSHERA DISTRICT,RURAL,Brother / Sister,41063,24149,15960,717,237
NOWSHERA DISTRICT,RURAL,Other Relative,37755,10063,25263,2330,99
NOWSHERA DISTRICT,RURAL,Non-Relative,11968,6050,5681,227,10
NOWSHERA DISTRICT,URBAN,Head,45319,1518,40933,2811,57
NOWSHERA DISTRICT,URBAN,Spouse,39918,,39918,,
NOWSHERA DISTRICT,URBAN,Son/Daughter,58972,45831,12805,196,140
NOWSHERA DISTRICT,URBAN,Daughter / Son In Law,13628,,13526,99,3
NOWSHERA DISTRICT,URBAN,Grand Son / Grand Daughter,2184,1974,205,4,1
NOWSHERA DISTRICT,URBAN,Father/Mother,6347,,2749,3594,4
NOWSHERA DISTRICT,URBAN,Brother / Sister,11050,6500,4287,191,72
NOWSHERA DISTRICT,URBAN,Other Relative,9902,2876,6404,598,24
NOWSHERA DISTRICT,URBAN,Non-Relative,24724,13744,10872,100,8
PESHAWAR DISTRICT,OVERALL,Head,493975,20606,449363,23705,301
PESHAWAR DISTRICT,OVERALL,Spouse,431962,,431962,,
PESHAWAR DISTRICT,OVERALL,Son/Daughter,755728,559448,193688,1724,868
PESHAWAR DISTRICT,OVERALL,Daughter / Son In Law,211325,,210093,1195,37
PESHAWAR DISTRICT,OVERALL,Grand Son / Grand Daughter,44165,39303,4798,48,16
PESHAWAR DISTRICT,OVERALL,Father/Mother,79461,,43233,36145,83
PESHAWAR DISTRICT,OVERALL,Brother / Sister,162153,89836,69536,2290,491
PESHAWAR DISTRICT,OVERALL,Other Relative,168770,54254,107404,6948,164
PESHAWAR DISTRICT,OVERALL,Non-Relative,104884,55022,48501,1287,74
PESHAWAR DISTRICT,RURAL,Head,256498,8162,237354,10880,102
PESHAWAR DISTRICT,RURAL,Spouse,228964,,228964,,
PESHAWAR DISTRICT,RURAL,Son/Daughter,388449,284226,103016,819,388
PESHAWAR DISTRICT,RURAL,Daughter / Son In Law,118133,,117391,716,26
PESHAWAR DISTRICT,RURAL,Grand Son / Grand Daughter,23489,20724,2738,21,6
PESHAWAR DISTRICT,RURAL,Father/Mother,42434,,23890,18497,47
PESHAWAR DISTRICT,RURAL,Brother / Sister,82170,45167,35828,967,208
PESHAWAR DISTRICT,RURAL,Other Relative,86335,25619,57221,3422,73
PESHAWAR DISTRICT,RURAL,Non-Relative,33602,14436,18660,484,22
PESHAWAR DISTRICT,URBAN,Head,237477,12444,212009,12825,199
PESHAWAR DISTRICT,URBAN,Spouse,202998,,202998,,
PESHAWAR DISTRICT,URBAN,Son/Daughter,367279,275222,90672,905,480
PESHAWAR DISTRICT,URBAN,Daughter / Son In Law,93192,,92702,479,11
PESHAWAR DISTRICT,URBAN,Grand Son / Grand Daughter,20676,18579,2060,27,10
PESHAWAR DISTRICT,URBAN,Father/Mother,37027,,19343,17648,36
PESHAWAR DISTRICT,URBAN,Brother / Sister,79983,44669,33708,1323,283
PESHAWAR DISTRICT,URBAN,Other Relative,82435,28635,50183,3526,91
PESHAWAR DISTRICT,URBAN,Non-Relative,71282,40586,29841,803,52
BUNER DISTRICT,OVERALL,Head,93438,2472,86043,4875,48
BUNER DISTRICT,OVERALL,Spouse,81435,,81435,,
BUNER DISTRICT,OVERALL,Son/Daughter,133162,88762,43908,302,190
BUNER DISTRICT,OVERALL,Daughter / Son In Law,59325,,58915,394,16
BUNER DISTRICT,OVERALL,Grand Son / Grand Daughter,14728,12801,1909,12,6
BUNER DISTRICT,OVERALL,Father/Mother,20201,,11948,8231,22
BUNER DISTRICT,OVERALL,Brother / Sister,29208,14273,14428,401,106
BUNER DISTRICT,OVERALL,Other Relative,40079,11055,27261,1732,31
BUNER DISTRICT,OVERALL,Non-Relative,10542,4037,6278,215,12
BUNER DISTRICT,RURAL,Head,93438,2472,86043,4875,48
BUNER DISTRICT,RURAL,Spouse,81435,,81435,,
BUNER DISTRICT,RURAL,Son/Daughter,133162,88762,43908,302,190
BUNER DISTRICT,RURAL,Daughter / Son In Law,59325,,58915,394,16
BUNER DISTRICT,RURAL,Grand Son / Grand Daughter,14728,12801,1909,12,6
BUNER DISTRICT,RURAL,Father/Mother,20201,,11948,8231,22
BUNER DISTRICT,RURAL,Brother / Sister,29208,14273,14428,401,106
BUNER DISTRICT,RURAL,Other Relative,40079,11055,27261,1732,31
BUNER DISTRICT,RURAL,Non-Relative,10542,4037,6278,215,12
BUNER DISTRICT,URBAN,Head,,,,,
BUNER DISTRICT,URBAN,Spouse,,,,,
BUNER DISTRICT,URBAN,Son/Daughter,,,,,
BUNER DISTRICT,URBAN,Daughter / Son In Law,,,,,
BUNER DISTRICT,URBAN,Grand Son / Grand Daughter,,,,,
BUNER DISTRICT,URBAN,Father/Mother,,,,,
BUNER DISTRICT,URBAN,Brother / Sister,,,,,
BUNER DISTRICT,URBAN,Other Relative,,,,,
BUNER DISTRICT,URBAN,Non-Relative,,,,,
CHITRAL DISTRICT,OVERALL,Head,60897,2287,54099,4468,43
CHITRAL DISTRICT,OVERALL,Spouse,51241,,51241,,
CHITRAL DISTRICT,OVERALL,Son/Daughter,91346,71107,19672,315,252
CHITRAL DISTRICT,OVERALL,Daughter / Son In Law,25184,,24999,182,3
CHITRAL DISTRICT,OVERALL,Grand Son / Grand Daughter,3905,3560,340,4,1
CHITRAL DISTRICT,OVERALL,Father/Mother,10742,,4633,6092,17
CHITRAL DISTRICT,OVERALL,Brother / Sister,15271,9923,4771,428,149
CHITRAL DISTRICT,OVERALL,Other Relative,13419,3848,8296,1215,60
CHITRAL DISTRICT,OVERALL,Non-Relative,7104,3679,3348,67,10
CHITRAL DISTRICT,RURAL,Head,54033,1868,48056,4067,42
CHITRAL DISTRICT,RURAL,Spouse,45546,,45546,,
CHITRAL DISTRICT,RURAL,Son/Daughter,80334,62453,17376,282,223
CHITRAL DISTRICT,RURAL,Daughter / Son In Law,22899,,22727,169,3
CHITRAL DISTRICT,RURAL,Grand Son / Grand Daughter,3485,3190,290,4,1
CHITRAL DISTRICT,RURAL,Father/Mother,9592,,4202,5376,14
CHITRAL DISTRICT,RURAL,Brother / Sister,13224,8545,4154,382,143
CHITRAL DISTRICT,RURAL,Other Relative,12105,3431,7485,1133,56
CHITRAL DISTRICT,RURAL,Non-Relative,5119,2362,2695,55,7
CHITRAL DISTRICT,URBAN,Head,6864,419,6043,401,1
CHITRAL DISTRICT,URBAN,Spouse,5695,,5695,,
CHITRAL DISTRICT,URBAN,Son/Daughter,11012,8654,2296,33,29
CHITRAL DISTRICT,URBAN,Daughter / Son In Law,2285,,2272,13,
CHITRAL DISTRICT,URBAN,Grand Son / Grand Daughter,420,370,50,,
CHITRAL DISTRICT,URBAN,Father/Mother,1150,,431,716,3
CHITRAL DISTRICT,URBAN,Brother / Sister,2047,1378,617,46,6
CHITRAL DISTRICT,URBAN,Other Relative,1314,417,811,82,4
CHITRAL DISTRICT,URBAN,Non-Relative,1985,1317,653,12,3
SHANGLA DISTRICT,OVERALL,Head,88494,1514,82456,4507,17
SHANGLA DISTRICT,OVERALL,Spouse,80298,,80298,,
SHANGLA DISTRICT,OVERALL,Son/Daughter,98844,63352,35210,217,65
SHANGLA DISTRICT,OVERALL,Daughter / Son In Law,41979,,41619,353,7
SHANGLA DISTRICT,OVERALL,Grand Son / Grand Daughter,5275,4287,979,5,4
SHANGLA DISTRICT,OVERALL,Father/Mother,17235,,9334,7891,10
SHANGLA DISTRICT,OVERALL,Brother / Sister,21490,10024,11155,281,30
SHANGLA DISTRICT,OVERALL,Other Relative,26030,4976,19385,1655,14
SHANGLA DISTRICT,OVERALL,Non-Relative,6310,1728,4358,217,7
SHANGLA DISTRICT,RURAL,Head,88494,1514,82456,4507,17
SHANGLA DISTRICT,RURAL,Spouse,80298,,80298,,
SHANGLA DISTRICT,RURAL,Son/Daughter,98844,63352,35210,217,65
SHANGLA DISTRICT,RURAL,Daughter / Son In Law,41979,,41619,353,7
SHANGLA DISTRICT,RURAL,Grand Son / Grand Daughter,5275,4287,979,5,4
SHANGLA DISTRICT,RURAL,Father/Mother,17235,,9334,7891,10
SHANGLA DISTRICT,RURAL,Brother / Sister,21490,10024,11155,281,30
SHANGLA DISTRICT,RURAL,Other Relative,26030,4976,19385,1655,14
SHANGLA DISTRICT,RURAL,Non-Relative,6310,1728,4358,217,7
SHANGLA DISTRICT,URBAN,Head,,,,,
SHANGLA DISTRICT,URBAN,Spouse,,,,,
SHANGLA DISTRICT,URBAN,Son/Daughter,,,,,
SHANGLA DISTRICT,URBAN,Daughter / Son In Law,,,,,
SHANGLA DISTRICT,URBAN,Grand Son / Grand Daughter,,,,,
SHANGLA DISTRICT,URBAN,Father/Mother,,,,,
SHANGLA DISTRICT,URBAN,Brother / Sister,,,,,
SHANGLA DISTRICT,URBAN,Other Relative,,,,,
SHANGLA DISTRICT,URBAN,Non-Relative,,,,,
SWAT DISTRICT,OVERALL,Head,271432,7039,252074,12218,101
SWAT DISTRICT,OVERALL,Spouse,238202,,238202,,
SWAT DISTRICT,OVERALL,Son/Daughter,376013,267003,107757,881,372
SWAT DISTRICT,OVERALL,Daughter / Son In Law,137595,,136818,742,35
SWAT DISTRICT,OVERALL,Grand Son / Grand Daughter,24705,21941,2737,20,7
SWAT DISTRICT,OVERALL,Father/Mother,48154,,27758,20368,28
SWAT DISTRICT,OVERALL,Brother / Sister,70796,38641,31088,915,152
SWAT DISTRICT,OVERALL,Other Relative,78607,19748,55359,3446,54
SWAT DISTRICT,OVERALL,Non-Relative,20843,7141,13317,372,13
SWAT DISTRICT,RURAL,Head,187022,4813,174036,8114,59
SWAT DISTRICT,RURAL,Spouse,163122,,163122,,
SWAT DISTRICT,RURAL,Son/Daughter,252732,178551,73436,530,215
SWAT DISTRICT,RURAL,Daughter / Son In Law,97378,,96826,524,28
SWAT DISTRICT,RURAL,Grand Son / Grand Daughter,16912,14914,1976,16,6
SWAT DISTRICT,RURAL,Father/Mother,34402,,20204,14179,19
SWAT DISTRICT,RURAL,Brother / Sister,48597,26749,21183,565,100
SWAT DISTRICT,RURAL,Other Relative,55412,13359,39536,2483,34
SWAT DISTRICT,RURAL,Non-Relative,12930,4035,8616,271,8
SWAT DISTRICT,URBAN,Head,84410,2226,78038,4104,42
SWAT DISTRICT,URBAN,Spouse,75080,,75080,,
SWAT DISTRICT,URBAN,Son/Daughter,123281,88452,34321,351,157
SWAT DISTRICT,URBAN,Daughter / Son In Law,40217,,39992,218,7
SWAT DISTRICT,URBAN,Grand Son / Grand Daughter,7793,7027,761,4,1
SWAT DISTRICT,URBAN,Father/Mother,13752,,7554,6189,9
SWAT DISTRICT,URBAN,Brother / Sister,22199,11892,9905,350,52
SWAT DISTRICT,URBAN,Other Relative,23195,6389,15823,963,20
SWAT DISTRICT,URBAN,Non-Relative,7913,3106,4701,101,5
LOWER DIR DISTRICT,OVERALL,Head,154108,4551,142811,6700,46
LOWER DIR DISTRICT,OVERALL,Spouse,129030,,129030,,
LOWER DIR DISTRICT,OVERALL,Son/Daughter,231387,163803,67023,350,211
LOWER DIR DISTRICT,OVERALL,Daughter / Son In Law,92570,,92085,464,21
LOWER DIR DISTRICT,OVERALL,Grand Son / Grand Daughter,18176,16077,2085,11,3
LOWER DIR DISTRICT,OVERALL,Father/Mother,30196,,18368,11808,20
LOWER DIR DISTRICT,OVERALL,Brother / Sister,43007,25196,17367,347,97
LOWER DIR DISTRICT,OVERALL,Other Relative,49226,11616,34840,2725,45
LOWER DIR DISTRICT,OVERALL,Non-Relative,12101,5057,6840,196,8
LOWER DIR DISTRICT,RURAL,Head,149559,4424,138533,6558,44
LOWER DIR DISTRICT,RURAL,Spouse,124976,,124976,,
LOWER DIR DISTRICT,RURAL,Son/Daughter,223871,158159,65178,336,198
LOWER DIR DISTRICT,RURAL,Daughter / Son In Law,90446,,89973,452,21
LOWER DIR DISTRICT,RURAL,Grand Son / Grand Daughter,17762,15702,2046,11,3
LOWER DIR DISTRICT,RURAL,Father/Mother,29542,,18021,11502,19
LOWER DIR DISTRICT,RURAL,Brother / Sister,41866,24536,16902,333,95
LOWER DIR DISTRICT,RURAL,Other Relative,48125,11301,34101,2678,45
LOWER DIR DISTRICT,RURAL,Non-Relative,10887,4638,6056,186,7
LOWER DIR DISTRICT,URBAN,Head,4549,127,4278,142,2
LOWER DIR DISTRICT,URBAN,Spouse,4054,,4054,,
LOWER DIR DISTRICT,URBAN,Son/Daughter,7516,5644,1845,14,13
LOWER DIR DISTRICT,URBAN,Daughter / Son In Law,2124,,2112,12,
LOWER DIR DISTRICT,URBAN,Grand Son / Grand Daughter,414,375,39,,
LOWER DIR DISTRICT,URBAN,Father/Mother,654,,347,306,1
LOWER DIR DISTRICT,URBAN,Brother / Sister,1141,660,465,14,2
LOWER DIR DISTRICT,URBAN,Other Relative,1101,315,739,47,
LOWER DIR DISTRICT,URBAN,Non-Relative,1214,419,784,10,1
UPPER DIR DISTRICT,OVERALL,Head,119170,2393,112600,4154,23
UPPER DIR DISTRICT,OVERALL,Spouse,99947,,99947,,
UPPER DIR DISTRICT,OVERALL,Son/Daughter,126093,98449,27395,173,76
UPPER DIR DISTRICT,OVERALL,Daughter / Son In Law,40434,,40154,275,5
UPPER DIR DISTRICT,OVERALL,Grand Son / Grand Daughter,5671,4933,733,3,2
UPPER DIR DISTRICT,OVERALL,Father/Mother,17863,,10633,7216,14
UPPER DIR DISTRICT,OVERALL,Brother / Sister,21841,14274,7342,186,39
UPPER DIR DISTRICT,OVERALL,Other Relative,25468,5513,18188,1740,27
UPPER DIR DISTRICT,OVERALL,Non-Relative,5270,2087,3090,92,1
UPPER DIR DISTRICT,RURAL,Head,113293,2242,107040,3989,22
UPPER DIR DISTRICT,RURAL,Spouse,94588,,94588,,
UPPER DIR DISTRICT,RURAL,Son/Daughter,119095,92551,26308,162,74
UPPER DIR DISTRICT,RURAL,Daughter / Son In Law,39174,,38903,266,5
UPPER DIR DISTRICT,RURAL,Grand Son / Grand Daughter,5489,4758,726,3,2
UPPER DIR DISTRICT,RURAL,Father/Mother,16974,,10196,6765,13
UPPER DIR DISTRICT,RURAL,Brother / Sister,20395,13290,6898,171,36
UPPER DIR DISTRICT,RURAL,Other Relative,24358,5218,17418,1696,26
UPPER DIR DISTRICT,RURAL,Non-Relative,4194,1457,2646,90,1
UPPER DIR DISTRICT,URBAN,Head,5877,151,5560,165,1
UPPER DIR DISTRICT,URBAN,Spouse,5359,,5359,,
UPPER DIR DISTRICT,URBAN,Son/Daughter,6998,5898,1087,11,2
UPPER DIR DISTRICT,URBAN,Daughter / Son In Law,1260,,1251,9,
UPPER DIR DISTRICT,URBAN,Grand Son / Grand Daughter,182,175,7,,
UPPER DIR DISTRICT,URBAN,Father/Mother,889,,437,451,1
UPPER DIR DISTRICT,URBAN,Brother / Sister,1446,984,444,15,3
UPPER DIR DISTRICT,URBAN,Other Relative,1110,295,770,44,1
UPPER DIR DISTRICT,URBAN,Non-Relative,1076,630,444,2,
MALAKAND PROTECTED AREA,OVERALL,Head,90401,2513,83628,4214,46
MALAKAND PROTECTED AREA,OVERALL,Spouse,76708,,76708,,
MALAKAND PROTECTED AREA,OVERALL,Son/Daughter,125738,94527,30803,259,149
MALAKAND PROTECTED AREA,OVERALL,Daughter / Son In Law,42510,,42311,185,14
MALAKAND PROTECTED AREA,OVERALL,Grand Son / Grand Daughter,6636,6034,596,2,4
MALAKAND PROTECTED AREA,OVERALL,Father/Mother,14401,,7538,6852,11
MALAKAND PROTECTED AREA,OVERALL,Brother / Sister,21184,12340,8508,278,58
MALAKAND PROTECTED AREA,OVERALL,Other Relative,22252,5626,15419,1194,13
MALAKAND PROTECTED AREA,OVERALL,Non-Relative,5226,1866,3297,59,4
MALAKAND PROTECTED AREA,RURAL,Head,81996,2246,75853,3854,43
MALAKAND PROTECTED AREA,RURAL,Spouse,69233,,69233,,
MALAKAND PROTECTED AREA,RURAL,Son/Daughter,114135,86014,27760,223,138
MALAKAND PROTECTED AREA,RURAL,Daughter / Son In Law,38972,,38780,179,13
MALAKAND PROTECTED AREA,RURAL,Grand Son / Grand Daughter,6038,5488,546,2,2
MALAKAND PROTECTED AREA,RURAL,Father/Mother,12886,,6766,6112,8
MALAKAND PROTECTED AREA,RURAL,Brother / Sister,18641,11037,7312,237,55
MALAKAND PROTECTED AREA,RURAL,Other Relative,19759,4962,13695,1089,13
MALAKAND PROTECTED AREA,RURAL,Non-Relative,4690,1648,2983,55,4
MALAKAND PROTECTED AREA,URBAN,Head,8405,267,7775,360,3
MALAKAND PROTECTED AREA,URBAN,Spouse,7475,,7475,,
MALAKAND PROTECTED AREA,URBAN,Son/Daughter,11603,8513,3043,36,11
MALAKAND PROTECTED AREA,URBAN,Daughter / Son In Law,3538,,3531,6,1
MALAKAND PROTECTED AREA,URBAN,Grand Son / Grand Daughter,598,546,50,,2
MALAKAND PROTECTED AREA,URBAN,Father/Mother,1515,,772,740,3
MALAKAND PROTECTED AREA,URBAN,Brother / Sister,2543,1303,1196,41,3
MALAKAND PROTECTED AREA,URBAN,Other Relative,2493,664,1724,105,
MALAKAND PROTECTED AREA,URBAN,Non-Relative,536,218,314,4,
KHYBER AGENCY,OVERALL,Head,112268,2592,106759,2897,20
KHYBER AGENCY,OVERALL,Spouse,105115,,105115,,
KHYBER AGENCY,OVERALL,Son/Daughter,116720,79732,36722,191,75
KHYBER AGENCY,OVERALL,Daughter / Son In Law,41217,,40703,511,3
KHYBER AGENCY,OVERALL,Grand Son / Grand Daughter,7551,6309,1233,5,4
KHYBER AGENCY,OVERALL,Father/Mother,20321,,11547,8753,21
KHYBER AGENCY,OVERALL,Brother / Sister,29551,14198,15025,276,52
KHYBER AGENCY,OVERALL,Other Relative,35005,8086,25143,1752,24
KHYBER AGENCY,OVERALL,Non-Relative,17511,5396,11802,304,9
KHYBER AGENCY,RURAL,Head,100403,2268,95488,2627,20
KHYBER AGENCY,RURAL,Spouse,94157,,94157,,
KHYBER AGENCY,RURAL,Son/Daughter,102448,69119,33078,179,72
KHYBER AGENCY,RURAL,Daughter / Son In Law,37505,,37030,473,2
KHYBER AGENCY,RURAL,Grand Son / Grand Daughter,6897,5726,1162,5,4
KHYBER AGENCY,RURAL,Father/Mother,18544,,10706,7818,20
KHYBER AGENCY,RURAL,Brother / Sister,26287,12556,13454,229,48
KHYBER AGENCY,RURAL,Other Relative,31435,7092,22729,1591,23
KHYBER AGENCY,RURAL,Non-Relative,16248,4889,11068,282,9
KHYBER AGENCY,URBAN,Head,11865,324,11271,270,
KHYBER AGENCY,URBAN,Spouse,10958,,10958,,
KHYBER AGENCY,URBAN,Son/Daughter,14272,10613,3644,12,3
KHYBER AGENCY,URBAN,Daughter / Son In Law,3712,,3673,38,1
KHYBER AGENCY,URBAN,Grand Son / Grand Daughter,654,583,71,,
KHYBER AGENCY,URBAN,Father/Mother,1777,,841,935,1
KHYBER AGENCY,URBAN,Brother / Sister,3264,1642,1571,47,4
KHYBER AGENCY,URBAN,Other Relative,3570,994,2414,161,1
KHYBER AGENCY,URBAN,Non-Relative,1263,507,734,22,
KURRAM AGENCY,OVERALL,Head,67556,3189,61384,2940,43
KURRAM AGENCY,OVERALL,Spouse,58560,,58560,,
KURRAM AGENCY,OVERALL,Son/Daughter,78749,57992,20538,146,73
KURRAM AGENCY,OVERALL,Daughter / Son In Law,27326,,27015,305,6
KURRAM AGENCY,OVERALL,Grand Son / Grand Daughter,6152,5321,823,4,4
KURRAM AGENCY,OVERALL,Father/Mother,14951,,8953,5982,16
KURRAM AGENCY,OVERALL,Brother / Sister,24997,13435,11195,288,79
KURRAM AGENCY,OVERALL,Other Relative,34639,9679,23175,1750,35
KURRAM AGENCY,OVERALL,Non-Relative,12473,3865,8310,290,8
KURRAM AGENCY,RURAL,Head,63499,2979,57723,2754,43
KURRAM AGENCY,RURAL,Spouse,55086,,55086,,
KURRAM AGENCY,RURAL,Son/Daughter,73145,53776,19163,134,72
KURRAM AGENCY,RURAL,Daughter / Son In Law,25652,,25363,283,6
KURRAM AGENCY,RURAL,Grand Son / Grand Daughter,5714,4925,781,4,4
KURRAM AGENCY,RURAL,Father/Mother,14168,,8550,5602,16
KURRAM AGENCY,RURAL,Brother / Sister,23373,12543,10493,263,74
KURRAM AGENCY,RURAL,Other Relative,32650,9073,21886,1656,35
KURRAM AGENCY,RURAL,Non-Relative,11608,3548,7776,276,8
KURRAM AGENCY,URBAN,Head,4057,210,3661,186,
KURRAM AGENCY,URBAN,Spouse,3474,,3474,,
KURRAM AGENCY,URBAN,Son/Daughter,5604,4216,1375,12,1
KURRAM AGENCY,URBAN,Daughter / Son In Law,1674,,1652,22,
KURRAM AGENCY,URBAN,Grand Son / Grand Daughter,438,396,42,,
KURRAM AGENCY,URBAN,Father/Mother,783,,403,380,
KURRAM AGENCY,URBAN,Brother / Sister,1624,892,702,25,5
KURRAM AGENCY,URBAN,Other Relative,1989,606,1289,94,
KURRAM AGENCY,URBAN,Non-Relative,865,317,534,14,
MOHMAND AGENCY,OVERALL,Head,49590,1210,47160,1215,5
MOHMAND AGENCY,OVERALL,Spouse,46199,,46199,,
MOHMAND AGENCY,OVERALL,Son/Daughter,69755,49407,20247,77,24
MOHMAND AGENCY,OVERALL,Daughter / Son In Law,23261,,23087,171,3
