district,localities,gender,age_group,working,seeking_work,students,housekeeping,other
GUJRANWALA DISTRICT,Rural,Transgender,30-34,2,,,2,
GUJRANWALA DISTRICT,Rural,Transgender,35-39,3,,,1,1
GUJRANWALA DISTRICT,Rural,Transgender,40-44,,,,1,
GUJRANWALA DISTRICT,Rural,Transgender,45-49,,,,2,1
GUJRANWALA DISTRICT,Rural,Transgender,50-54,,,,2,1
GUJRANWALA DISTRICT,Rural,Transgender,55-59,1,,,1,2
GUJRANWALA DISTRICT,Rural,Transgender,60-64,,,,,
GUJRANWALA DISTRICT,Rural,Transgender,65-69,,,,1,
GUJRANWALA DISTRICT,Rural,Transgender,70-74,1,,,1,1
GUJRANWALA DISTRICT,Rural,Transgender,75 AND ABOVE,,,,4,
GUJRANWALA DISTRICT,Urban,Overall,10-14,81,43,463,190,309
GUJRANWALA DISTRICT,Urban,Overall,15-19,194,45,285,295,420
GUJRANWALA DISTRICT,Urban,Overall,20-24,304,53,126,300,394
GUJRANWALA DISTRICT,Urban,Overall,25-29,315,49,35,285,314
GUJRANWALA DISTRICT,Urban,Overall,30-34,265,27,8,212,245
GUJRANWALA DISTRICT,Urban,Overall,35-39,207,18,4,148,182
GUJRANWALA DISTRICT,Urban,Overall,40-44,182,16,2,125,170
GUJRANWALA DISTRICT,Urban,Overall,45-49,100,4,,83,103
GUJRANWALA DISTRICT,Urban,Overall,50-54,112,16,,79,130
GUJRANWALA DISTRICT,Urban,Overall,55-59,76,7,,76,81
GUJRANWALA DISTRICT,Urban,Overall,60-64,56,8,,48,76
GUJRANWALA DISTRICT,Urban,Overall,65-69,36,7,,38,48
GUJRANWALA DISTRICT,Urban,Overall,70-74,29,3,,35,48
GUJRANWALA DISTRICT,Urban,Overall,75 AND ABOVE,36,6,,35,48
GUJRANWALA DISTRICT,Urban,Male,10-14,51,30,274,83,184
GUJRANWALA DISTRICT,Urban,Male,15-19,140,33,155,107,276
GUJRANWALA DISTRICT,Urban,Male,20-24,237,41,72,108,284
GUJRANWALA DISTRICT,Urban,Male,25-29,266,43,16,95,221
GUJRANWALA DISTRICT,Urban,Male,30-34,216,22,6,58,168
GUJRANWALA DISTRICT,Urban,Male,35-39,184,16,3,40,137
GUJRANWALA DISTRICT,Urban,Male,40-44,160,12,1,37,123
GUJRANWALA DISTRICT,Urban,Male,45-49,88,4,,28,73
GUJRANWALA DISTRICT,Urban,Male,50-54,106,13,,26,93
GUJRANWALA DISTRICT,Urban,Male,55-59,69,6,,27,60
GUJRANWALA DISTRICT,Urban,Male,60-64,49,7,,20,57
GUJRANWALA DISTRICT,Urban,Male,65-69,32,5,,16,35
GUJRANWALA DISTRICT,Urban,Male,70-74,22,3,,15,33
GUJRANWALA DISTRICT,Urban,Male,75 AND ABOVE,27,5,,16,27
GUJRANWALA DISTRICT,Urban,Female,10-14,30,13,189,107,125
GUJRANWALA DISTRICT,Urban,Female,15-19,51,12,125,185,143
GUJRANWALA DISTRICT,Urban,Female,20-24,63,10,51,189,106
GUJRANWALA DISTRICT,Urban,Female,25-29,45,6,19,186,92
GUJRANWALA DISTRICT,Urban,Female,30-34,46,5,2,152,76
GUJRANWALA DISTRICT,Urban,Female,35-39,22,2,1,107,44
GUJRANWALA DISTRICT,Urban,Female,40-44,22,4,1,86,46
GUJRANWALA DISTRICT,Urban,Female,45-49,12,,,55,30
GUJRANWALA DISTRICT,Urban,Female,50-54,6,3,,53,37
GUJRANWALA DISTRICT,Urban,Female,55-59,4,1,,48,21
GUJRANWALA DISTRICT,Urban,Female,60-64,7,1,,27,18
GUJRANWALA DISTRICT,Urban,Female,65-69,4,2,,21,12
GUJRANWALA DISTRICT,Urban,Female,70-74,5,,,19,14
GUJRANWALA DISTRICT,Urban,Female,75 AND ABOVE,9,1,,19,21
GUJRANWALA DISTRICT,Urban,Transgender,10-14,,,,,
GUJRANWALA DISTRICT,Urban,Transgender,15-19,3,,5,3,1
GUJRANWALA DISTRICT,Urban,Transgender,20-24,4,2,3,3,4
GUJRANWALA DISTRICT,Urban,Transgender,25-29,4,,,4,1
GUJRANWALA DISTRICT,Urban,Transgender,30-34,3,,,2,1
GUJRANWALA DISTRICT,Urban,Transgender,35-39,1,,,1,1
GUJRANWALA DISTRICT,Urban,Transgender,40-44,,,,2,1
GUJRANWALA DISTRICT,Urban,Transgender,45-49,,,,,
GUJRANWALA DISTRICT,Urban,Transgender,50-54,,,,,
GUJRANWALA DISTRICT,Urban,Transgender,55-59,3,,,1,
GUJRANWALA DISTRICT,Urban,Transgender,60-64,,,,1,1
GUJRANWALA DISTRICT,Urban,Transgender,65-69,,,,1,1
GUJRANWALA DISTRICT,Urban,Transgender,70-74,2,,,1,1
GUJRANWALA DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
GUJRAT DISTRICT,All,Overall,10-14,38,39,468,141,410
GUJRAT DISTRICT,All,Overall,15-19,110,64,238,263,469
GUJRAT DISTRICT,All,Overall,20-24,172,44,74,275,446
GUJRAT DISTRICT,All,Overall,25-29,181,47,32,287,378
GUJRAT DISTRICT,All,Overall,30-34,138,30,7,250,289
GUJRAT DISTRICT,All,Overall,35-39,120,14,2,165,223
GUJRAT DISTRICT,All,Overall,40-44,117,12,4,152,163
GUJRAT DISTRICT,All,Overall,45-49,100,7,,86,132
GUJRAT DISTRICT,All,Overall,50-54,92,6,,97,114
GUJRAT DISTRICT,All,Overall,55-59,58,6,,65,83
GUJRAT DISTRICT,All,Overall,60-64,58,5,,66,82
GUJRAT DISTRICT,All,Overall,65-69,37,5,,51,61
GUJRAT DISTRICT,All,Overall,70-74,22,2,,45,57
GUJRAT DISTRICT,All,Overall,75 AND ABOVE,28,2,,70,79
GUJRAT DISTRICT,All,Male,10-14,27,29,280,65,266
GUJRAT DISTRICT,All,Male,15-19,80,56,161,102,299
GUJRAT DISTRICT,All,Male,20-24,146,35,48,91,312
GUJRAT DISTRICT,All,Male,25-29,159,33,16,106,231
GUJRAT DISTRICT,All,Male,30-34,129,23,4,83,184
GUJRAT DISTRICT,All,Male,35-39,108,10,1,60,146
GUJRAT DISTRICT,All,Male,40-44,101,8,3,47,114
GUJRAT DISTRICT,All,Male,45-49,95,4,,33,93
GUJRAT DISTRICT,All,Male,50-54,89,6,,39,83
GUJRAT DISTRICT,All,Male,55-59,53,6,,33,62
GUJRAT DISTRICT,All,Male,60-64,53,4,,29,59
GUJRAT DISTRICT,All,Male,65-69,35,4,,28,53
GUJRAT DISTRICT,All,Male,70-74,19,2,,22,40
GUJRAT DISTRICT,All,Male,75 AND ABOVE,20,1,,33,41
GUJRAT DISTRICT,All,Female,10-14,11,10,188,76,144
GUJRAT DISTRICT,All,Female,15-19,30,8,71,157,170
GUJRAT DISTRICT,All,Female,20-24,26,9,26,182,131
GUJRAT DISTRICT,All,Female,25-29,21,14,16,179,147
GUJRAT DISTRICT,All,Female,30-34,7,7,3,166,104
GUJRAT DISTRICT,All,Female,35-39,12,3,1,105,77
GUJRAT DISTRICT,All,Female,40-44,15,4,1,104,49
GUJRAT DISTRICT,All,Female,45-49,4,3,,52,39
GUJRAT DISTRICT,All,Female,50-54,3,,,58,31
GUJRAT DISTRICT,All,Female,55-59,3,,,32,20
GUJRAT DISTRICT,All,Female,60-64,5,1,,36,23
GUJRAT DISTRICT,All,Female,65-69,2,1,,20,8
GUJRAT DISTRICT,All,Female,70-74,3,,,21,17
GUJRAT DISTRICT,All,Female,75 AND ABOVE,8,1,,36,38
GUJRAT DISTRICT,All,Transgender,10-14,,,,,
GUJRAT DISTRICT,All,Transgender,15-19,,,6,4,
GUJRAT DISTRICT,All,Transgender,20-24,,,,2,3
GUJRAT DISTRICT,All,Transgender,25-29,1,,,2,
GUJRAT DISTRICT,All,Transgender,30-34,2,,,1,1
GUJRAT DISTRICT,All,Transgender,35-39,,1,,,
GUJRAT DISTRICT,All,Transgender,40-44,1,,,1,
GUJRAT DISTRICT,All,Transgender,45-49,1,,,1,
GUJRAT DISTRICT,All,Transgender,50-54,,,,,
GUJRAT DISTRICT,All,Transgender,55-59,2,,,,1
GUJRAT DISTRICT,All,Transgender,60-64,,,,1,
GUJRAT DISTRICT,All,Transgender,65-69,,,,3,
GUJRAT DISTRICT,All,Transgender,70-74,,,,2,
GUJRAT DISTRICT,All,Transgender,75 AND ABOVE,,,,1,
GUJRAT DISTRICT,Rural,Overall,10-14,28,31,341,105,322
GUJRAT DISTRICT,Rural,Overall,15-19,84,53,172,210,363
GUJRAT DISTRICT,Rural,Overall,20-24,117,32,51,212,329
GUJRAT DISTRICT,Rural,Overall,25-29,133,39,26,224,268
GUJRAT DISTRICT,Rural,Overall,30-34,101,27,3,185,203
GUJRAT DISTRICT,Rural,Overall,35-39,77,12,2,125,166
GUJRAT DISTRICT,Rural,Overall,40-44,95,10,2,115,122
GUJRAT DISTRICT,Rural,Overall,45-49,69,7,,71,92
GUJRAT DISTRICT,Rural,Overall,50-54,72,6,,78,99
GUJRAT DISTRICT,Rural,Overall,55-59,45,5,,61,63
GUJRAT DISTRICT,Rural,Overall,60-64,51,5,,57,56
GUJRAT DISTRICT,Rural,Overall,65-69,24,4,,40,48
GUJRAT DISTRICT,Rural,Overall,70-74,19,1,,40,44
GUJRAT DISTRICT,Rural,Overall,75 AND ABOVE,23,1,,55,60
GUJRAT DISTRICT,Rural,Male,10-14,19,22,207,48,214
GUJRAT DISTRICT,Rural,Male,15-19,62,46,121,79,233
GUJRAT DISTRICT,Rural,Male,20-24,96,25,38,71,229
GUJRAT DISTRICT,Rural,Male,25-29,117,28,13,84,166
GUJRAT DISTRICT,Rural,Male,30-34,96,21,2,67,130
GUJRAT DISTRICT,Rural,Male,35-39,71,8,1,50,108
GUJRAT DISTRICT,Rural,Male,40-44,83,7,1,38,87
GUJRAT DISTRICT,Rural,Male,45-49,66,4,,29,63
GUJRAT DISTRICT,Rural,Male,50-54,70,6,,31,71
GUJRAT DISTRICT,Rural,Male,55-59,41,5,,32,46
GUJRAT DISTRICT,Rural,Male,60-64,46,4,,25,42
GUJRAT DISTRICT,Rural,Male,65-69,23,3,,23,44
GUJRAT DISTRICT,Rural,Male,70-74,18,1,,19,31
GUJRAT DISTRICT,Rural,Male,75 AND ABOVE,15,1,,29,29
GUJRAT DISTRICT,Rural,Female,10-14,9,9,134,57,108
GUJRAT DISTRICT,Rural,Female,15-19,22,7,46,127,130
GUJRAT DISTRICT,Rural,Female,20-24,21,7,13,139,97
GUJRAT DISTRICT,Rural,Female,25-29,15,11,13,139,102
GUJRAT DISTRICT,Rural,Female,30-34,4,6,1,117,72
GUJRAT DISTRICT,Rural,Female,35-39,6,3,1,75,58
GUJRAT DISTRICT,Rural,Female,40-44,11,3,1,77,35
GUJRAT DISTRICT,Rural,Female,45-49,2,3,,41,29
GUJRAT DISTRICT,Rural,Female,50-54,2,,,47,28
GUJRAT DISTRICT,Rural,Female,55-59,2,,,29,16
GUJRAT DISTRICT,Rural,Female,60-64,5,1,,31,14
GUJRAT DISTRICT,Rural,Female,65-69,1,1,,14,4
GUJRAT DISTRICT,Rural,Female,70-74,1,,,19,13
GUJRAT DISTRICT,Rural,Female,75 AND ABOVE,8,,,25,31
GUJRAT DISTRICT,Rural,Transgender,10-14,,,,,
GUJRAT DISTRICT,Rural,Transgender,15-19,,,5,4,
GUJRAT DISTRICT,Rural,Transgender,20-24,,,,2,3
GUJRAT DISTRICT,Rural,Transgender,25-29,1,,,1,
GUJRAT DISTRICT,Rural,Transgender,30-34,1,,,1,1
GUJRAT DISTRICT,Rural,Transgender,35-39,,1,,,
GUJRAT DISTRICT,Rural,Transgender,40-44,1,,,,
GUJRAT DISTRICT,Rural,Transgender,45-49,1,,,1,
GUJRAT DISTRICT,Rural,Transgender,50-54,,,,,
GUJRAT DISTRICT,Rural,Transgender,55-59,2,,,,1
GUJRAT DISTRICT,Rural,Transgender,60-64,,,,1,
GUJRAT DISTRICT,Rural,Transgender,65-69,,,,3,
GUJRAT DISTRICT,Rural,Transgender,70-74,,,,2,
GUJRAT DISTRICT,Rural,Transgender,75 AND ABOVE,,,,1,
GUJRAT DISTRICT,Urban,Overall,10-14,10,8,127,36,88
GUJRAT DISTRICT,Urban,Overall,15-19,26,11,66,53,106
GUJRAT DISTRICT,Urban,Overall,20-24,55,12,23,63,117
GUJRAT DISTRICT,Urban,Overall,25-29,48,8,6,63,110
GUJRAT DISTRICT,Urban,Overall,30-34,37,3,4,65,86
GUJRAT DISTRICT,Urban,Overall,35-39,43,2,,40,57
GUJRAT DISTRICT,Urban,Overall,40-44,22,2,2,37,41
GUJRAT DISTRICT,Urban,Overall,45-49,31,,,15,40
GUJRAT DISTRICT,Urban,Overall,50-54,20,,,19,15
GUJRAT DISTRICT,Urban,Overall,55-59,13,1,,4,20
GUJRAT DISTRICT,Urban,Overall,60-64,7,,,9,26
GUJRAT DISTRICT,Urban,Overall,65-69,13,1,,11,13
GUJRAT DISTRICT,Urban,Overall,70-74,3,1,,5,13
GUJRAT DISTRICT,Urban,Overall,75 AND ABOVE,5,1,,15,19
GUJRAT DISTRICT,Urban,Male,10-14,8,7,73,17,52
GUJRAT DISTRICT,Urban,Male,15-19,18,10,40,23,66
GUJRAT DISTRICT,Urban,Male,20-24,50,10,10,20,83
GUJRAT DISTRICT,Urban,Male,25-29,42,5,3,22,65
GUJRAT DISTRICT,Urban,Male,30-34,33,2,2,16,54
GUJRAT DISTRICT,Urban,Male,35-39,37,2,,10,38
GUJRAT DISTRICT,Urban,Male,40-44,18,1,2,9,27
GUJRAT DISTRICT,Urban,Male,45-49,29,,,4,30
GUJRAT DISTRICT,Urban,Male,50-54,19,,,8,12
GUJRAT DISTRICT,Urban,Male,55-59,12,1,,1,16
GUJRAT DISTRICT,Urban,Male,60-64,7,,,4,17
GUJRAT DISTRICT,Urban,Male,65-69,12,1,,5,9
GUJRAT DISTRICT,Urban,Male,70-74,1,1,,3,9
GUJRAT DISTRICT,Urban,Male,75 AND ABOVE,5,,,4,12
GUJRAT DISTRICT,Urban,Female,10-14,2,1,54,19,36
GUJRAT DISTRICT,Urban,Female,15-19,8,1,25,30,40
GUJRAT DISTRICT,Urban,Female,20-24,5,2,13,43,34
GUJRAT DISTRICT,Urban,Female,25-29,6,3,3,40,45
GUJRAT DISTRICT,Urban,Female,30-34,3,1,2,49,32
GUJRAT DISTRICT,Urban,Female,35-39,6,,,30,19
GUJRAT DISTRICT,Urban,Female,40-44,4,1,,27,14
GUJRAT DISTRICT,Urban,Female,45-49,2,,,11,10
GUJRAT DISTRICT,Urban,Female,50-54,1,,,11,3
GUJRAT DISTRICT,Urban,Female,55-59,1,,,3,4
GUJRAT DISTRICT,Urban,Female,60-64,,,,5,9
GUJRAT DISTRICT,Urban,Female,65-69,1,,,6,4
GUJRAT DISTRICT,Urban,Female,70-74,2,,,2,4
GUJRAT DISTRICT,Urban,Female,75 AND ABOVE,,1,,11,7
GUJRAT DISTRICT,Urban,Transgender,10-14,,,,,
GUJRAT DISTRICT,Urban,Transgender,15-19,,,1,,
GUJRAT DISTRICT,Urban,Transgender,20-24,,,,,
GUJRAT DISTRICT,Urban,Transgender,25-29,,,,1,
GUJRAT DISTRICT,Urban,Transgender,30-34,1,,,,
GUJRAT DISTRICT,Urban,Transgender,35-39,,,,,
GUJRAT DISTRICT,Urban,Transgender,40-44,,,,1,
GUJRAT DISTRICT,Urban,Transgender,45-49,,,,,
GUJRAT DISTRICT,Urban,Transgender,50-54,,,,,
GUJRAT DISTRICT,Urban,Transgender,55-59,,,,,
GUJRAT DISTRICT,Urban,Transgender,60-64,,,,,
GUJRAT DISTRICT,Urban,Transgender,65-69,,,,,
GUJRAT DISTRICT,Urban,Transgender,70-74,,,,,
GUJRAT DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
HAFIZABAD DISTRICT,All,Overall,10-14,60,23,276,137,291
HAFIZABAD DISTRICT,All,Overall,15-19,135,42,141,174,280
HAFIZABAD DISTRICT,All,Overall,20-24,204,40,49,170,233
HAFIZABAD DISTRICT,All,Overall,25-29,182,28,16,135,171
HAFIZABAD DISTRICT,All,Overall,30-34,165,21,2,125,150
HAFIZABAD DISTRICT,All,Overall,35-39,158,7,,89,93
HAFIZABAD DISTRICT,All,Overall,40-44,119,10,,80,90
HAFIZABAD DISTRICT,All,Overall,45-49,107,3,,56,76
HAFIZABAD DISTRICT,All,Overall,50-54,84,1,,54,57
HAFIZABAD DISTRICT,All,Overall,55-59,84,2,,43,55
HAFIZABAD DISTRICT,All,Overall,60-64,62,2,,26,52
HAFIZABAD DISTRICT,All,Overall,65-69,35,2,,33,42
HAFIZABAD DISTRICT,All,Overall,70-74,38,1,,30,47
HAFIZABAD DISTRICT,All,Overall,75 AND ABOVE,37,2,,34,84
HAFIZABAD DISTRICT,All,Male,10-14,36,20,169,50,178
HAFIZABAD DISTRICT,All,Male,15-19,114,29,89,64,186
HAFIZABAD DISTRICT,All,Male,20-24,184,34,32,52,158
HAFIZABAD DISTRICT,All,Male,25-29,163,25,8,41,106
HAFIZABAD DISTRICT,All,Male,30-34,151,17,,37,116
HAFIZABAD DISTRICT,All,Male,35-39,145,6,,28,68
HAFIZABAD DISTRICT,All,Male,40-44,109,8,,27,59
HAFIZABAD DISTRICT,All,Male,45-49,103,3,,14,57
HAFIZABAD DISTRICT,All,Male,50-54,79,1,,19,45
HAFIZABAD DISTRICT,All,Male,55-59,77,2,,17,44
HAFIZABAD DISTRICT,All,Male,60-64,58,2,,11,36
HAFIZABAD DISTRICT,All,Male,65-69,31,2,,10,25
HAFIZABAD DISTRICT,All,Male,70-74,34,1,,11,29
HAFIZABAD DISTRICT,All,Male,75 AND ABOVE,31,1,,11,57
HAFIZABAD DISTRICT,All,Female,10-14,24,3,107,87,113
HAFIZABAD DISTRICT,All,Female,15-19,21,13,50,109,93
HAFIZABAD DISTRICT,All,Female,20-24,19,5,17,118,75
HAFIZABAD DISTRICT,All,Female,25-29,15,2,8,93,64
HAFIZABAD DISTRICT,All,Female,30-34,14,4,2,87,34
HAFIZABAD DISTRICT,All,Female,35-39,13,1,,61,25
HAFIZABAD DISTRICT,All,Female,40-44,9,2,,53,30
HAFIZABAD DISTRICT,All,Female,45-49,4,,,41,18
HAFIZABAD DISTRICT,All,Female,50-54,5,,,34,12
HAFIZABAD DISTRICT,All,Female,55-59,6,,,26,10
HAFIZABAD DISTRICT,All,Female,60-64,4,,,15,16
HAFIZABAD DISTRICT,All,Female,65-69,4,,,22,17
HAFIZABAD DISTRICT,All,Female,70-74,4,,,19,18
HAFIZABAD DISTRICT,All,Female,75 AND ABOVE,6,1,,23,27
HAFIZABAD DISTRICT,All,Transgender,10-14,,,,,
HAFIZABAD DISTRICT,All,Transgender,15-19,,,2,1,1
HAFIZABAD DISTRICT,All,Transgender,20-24,1,1,,,
HAFIZABAD DISTRICT,All,Transgender,25-29,4,1,,1,1
HAFIZABAD DISTRICT,All,Transgender,30-34,,,,1,
HAFIZABAD DISTRICT,All,Transgender,35-39,,,,,
HAFIZABAD DISTRICT,All,Transgender,40-44,1,,,,1
HAFIZABAD DISTRICT,All,Transgender,45-49,,,,1,1
HAFIZABAD DISTRICT,All,Transgender,50-54,,,,1,
HAFIZABAD DISTRICT,All,Transgender,55-59,1,,,,1
HAFIZABAD DISTRICT,All,Transgender,60-64,,,,,
HAFIZABAD DISTRICT,All,Transgender,65-69,,,,1,
HAFIZABAD DISTRICT,All,Transgender,70-74,,,,,
HAFIZABAD DISTRICT,All,Transgender,75 AND ABOVE,,,,,
HAFIZABAD DISTRICT,Rural,Overall,10-14,44,17,168,115,214
HAFIZABAD DISTRICT,Rural,Overall,15-19,105,30,84,140,185
HAFIZABAD DISTRICT,Rural,Overall,20-24,157,26,29,124,145
HAFIZABAD DISTRICT,Rural,Overall,25-29,134,21,10,95,105
HAFIZABAD DISTRICT,Rural,Overall,30-34,125,10,2,85,105
HAFIZABAD DISTRICT,Rural,Overall,35-39,121,5,,71,62
HAFIZABAD DISTRICT,Rural,Overall,40-44,92,6,,60,68
HAFIZABAD DISTRICT,Rural,Overall,45-49,82,2,,41,50
HAFIZABAD DISTRICT,Rural,Overall,50-54,71,,,44,34
HAFIZABAD DISTRICT,Rural,Overall,55-59,68,,,34,35
HAFIZABAD DISTRICT,Rural,Overall,60-64,53,1,,22,42
HAFIZABAD DISTRICT,Rural,Overall,65-69,29,2,,24,30
HAFIZABAD DISTRICT,Rural,Overall,70-74,34,1,,24,37
HAFIZABAD DISTRICT,Rural,Overall,75 AND ABOVE,32,2,,29,74
HAFIZABAD DISTRICT,Rural,Male,10-14,28,15,107,41,127
HAFIZABAD DISTRICT,Rural,Male,15-19,90,18,57,54,125
HAFIZABAD DISTRICT,Rural,Male,20-24,141,23,21,37,98
HAFIZABAD DISTRICT,Rural,Male,25-29,122,19,5,34,63
HAFIZABAD DISTRICT,Rural,Male,30-34,115,8,,27,82
HAFIZABAD DISTRICT,Rural,Male,35-39,109,5,,19,45
HAFIZABAD DISTRICT,Rural,Male,40-44,85,4,,20,43
HAFIZABAD DISTRICT,Rural,Male,45-49,80,2,,11,39
HAFIZABAD DISTRICT,Rural,Male,50-54,67,,,14,26
HAFIZABAD DISTRICT,Rural,Male,55-59,63,,,10,27
HAFIZABAD DISTRICT,Rural,Male,60-64,50,1,,9,29
HAFIZABAD DISTRICT,Rural,Male,65-69,26,2,,8,17
HAFIZABAD DISTRICT,Rural,Male,70-74,31,1,,9,23
HAFIZABAD DISTRICT,Rural,Male,75 AND ABOVE,27,1,,9,51
HAFIZABAD DISTRICT,Rural,Female,10-14,16,2,61,74,87
HAFIZABAD DISTRICT,Rural,Female,15-19,15,12,26,85,59
HAFIZABAD DISTRICT,Rural,Female,20-24,15,2,8,87,47
HAFIZABAD DISTRICT,Rural,Female,25-29,10,2,5,61,42
HAFIZABAD DISTRICT,Rural,Female,30-34,10,2,2,58,23
HAFIZABAD DISTRICT,Rural,Female,35-39,12,,,52,17
HAFIZABAD DISTRICT,Rural,Female,40-44,6,2,,40,25
HAFIZABAD DISTRICT,Rural,Female,45-49,2,,,29,11
HAFIZABAD DISTRICT,Rural,Female,50-54,4,,,29,8
HAFIZABAD DISTRICT,Rural,Female,55-59,4,,,24,7
HAFIZABAD DISTRICT,Rural,Female,60-64,3,,,13,13
HAFIZABAD DISTRICT,Rural,Female,65-69,3,,,16,13
HAFIZABAD DISTRICT,Rural,Female,70-74,3,,,15,14
HAFIZABAD DISTRICT,Rural,Female,75 AND ABOVE,5,1,,20,23
HAFIZABAD DISTRICT,Rural,Transgender,10-14,,,,,
HAFIZABAD DISTRICT,Rural,Transgender,15-19,,,1,1,1
HAFIZABAD DISTRICT,Rural,Transgender,20-24,1,1,,,
HAFIZABAD DISTRICT,Rural,Transgender,25-29,2,,,,
HAFIZABAD DISTRICT,Rural,Transgender,30-34,,,,,
HAFIZABAD DISTRICT,Rural,Transgender,35-39,,,,,
HAFIZABAD DISTRICT,Rural,Transgender,40-44,1,,,,
HAFIZABAD DISTRICT,Rural,Transgender,45-49,,,,1,
HAFIZABAD DISTRICT,Rural,Transgender,50-54,,,,1,
HAFIZABAD DISTRICT,Rural,Transgender,55-59,1,,,,1
HAFIZABAD DISTRICT,Rural,Transgender,60-64,,,,,
HAFIZABAD DISTRICT,Rural,Transgender,65-69,,,,,
HAFIZABAD DISTRICT,Rural,Transgender,70-74,,,,,
HAFIZABAD DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
HAFIZABAD DISTRICT,Urban,Overall,10-14,16,6,108,22,77
HAFIZABAD DISTRICT,Urban,Overall,15-19,30,12,57,34,95
HAFIZABAD DISTRICT,Urban,Overall,20-24,47,14,20,46,88
HAFIZABAD DISTRICT,Urban,Overall,25-29,48,7,6,40,66
HAFIZABAD DISTRICT,Urban,Overall,30-34,40,11,,40,45
HAFIZABAD DISTRICT,Urban,Overall,35-39,37,2,,18,31
HAFIZABAD DISTRICT,Urban,Overall,40-44,27,4,,20,22
HAFIZABAD DISTRICT,Urban,Overall,45-49,25,1,,15,26
HAFIZABAD DISTRICT,Urban,Overall,50-54,13,1,,10,23
HAFIZABAD DISTRICT,Urban,Overall,55-59,16,2,,9,20
HAFIZABAD DISTRICT,Urban,Overall,60-64,9,1,,4,10
HAFIZABAD DISTRICT,Urban,Overall,65-69,6,,,9,12
HAFIZABAD DISTRICT,Urban,Overall,70-74,4,,,6,10
HAFIZABAD DISTRICT,Urban,Overall,75 AND ABOVE,5,,,5,10
HAFIZABAD DISTRICT,Urban,Male,10-14,8,5,62,9,51
HAFIZABAD DISTRICT,Urban,Male,15-19,24,11,32,10,61
HAFIZABAD DISTRICT,Urban,Male,20-24,43,11,11,15,60
HAFIZABAD DISTRICT,Urban,Male,25-29,41,6,3,7,43
HAFIZABAD DISTRICT,Urban,Male,30-34,36,9,,10,34
HAFIZABAD DISTRICT,Urban,Male,35-39,36,1,,9,23
HAFIZABAD DISTRICT,Urban,Male,40-44,24,4,,7,16
HAFIZABAD DISTRICT,Urban,Male,45-49,23,1,,3,18
HAFIZABAD DISTRICT,Urban,Male,50-54,12,1,,5,19
HAFIZABAD DISTRICT,Urban,Male,55-59,14,2,,7,17
HAFIZABAD DISTRICT,Urban,Male,60-64,8,1,,2,7
HAFIZABAD DISTRICT,Urban,Male,65-69,5,,,2,8
HAFIZABAD DISTRICT,Urban,Male,70-74,3,,,2,6
HAFIZABAD DISTRICT,Urban,Male,75 AND ABOVE,4,,,2,6
HAFIZABAD DISTRICT,Urban,Female,10-14,8,1,46,13,26
HAFIZABAD DISTRICT,Urban,Female,15-19,6,1,24,24,34
HAFIZABAD DISTRICT,Urban,Female,20-24,4,3,9,31,28
HAFIZABAD DISTRICT,Urban,Female,25-29,5,,3,32,22
HAFIZABAD DISTRICT,Urban,Female,30-34,4,2,,29,11
HAFIZABAD DISTRICT,Urban,Female,35-39,1,1,,9,8
HAFIZABAD DISTRICT,Urban,Female,40-44,3,,,13,5
HAFIZABAD DISTRICT,Urban,Female,45-49,2,,,12,7
HAFIZABAD DISTRICT,Urban,Female,50-54,1,,,5,4
HAFIZABAD DISTRICT,Urban,Female,55-59,2,,,2,3
HAFIZABAD DISTRICT,Urban,Female,60-64,1,,,2,3
HAFIZABAD DISTRICT,Urban,Female,65-69,1,,,6,4
HAFIZABAD DISTRICT,Urban,Female,70-74,1,,,4,4
HAFIZABAD DISTRICT,Urban,Female,75 AND ABOVE,1,,,3,4
HAFIZABAD DISTRICT,Urban,Transgender,10-14,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,15-19,,,1,,
HAFIZABAD DISTRICT,Urban,Transgender,20-24,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,25-29,2,1,,1,1
HAFIZABAD DISTRICT,Urban,Transgender,30-34,,,,1,
HAFIZABAD DISTRICT,Urban,Transgender,35-39,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,40-44,,,,,1
HAFIZABAD DISTRICT,Urban,Transgender,45-49,,,,,1
HAFIZABAD DISTRICT,Urban,Transgender,50-54,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,55-59,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,60-64,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,65-69,,,,1,
HAFIZABAD DISTRICT,Urban,Transgender,70-74,,,,,
HAFIZABAD DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
MANDI BAHAUDDIN DISTRICT,All,Overall,10-14,70,28,329,157,277
MANDI BAHAUDDIN DISTRICT,All,Overall,15-19,123,40,142,192,282
MANDI BAHAUDDIN DISTRICT,All,Overall,20-24,168,35,56,197,256
MANDI BAHAUDDIN DISTRICT,All,Overall,25-29,166,30,13,152,179
MANDI BAHAUDDIN DISTRICT,All,Overall,30-34,123,15,5,133,155
