district,localities,hhsize,room_in_house_1,room_in_house_2,room_in_house_3,room_in_house_4,room_in_house_5,room_in_house_6,room_in_house_7,room_in_house_8,room_in_house_9
QUETTA DISTRICT,RURAL,5 PERSONS,2519,5059,3200,1581,659,318,189,109,176
QUETTA DISTRICT,RURAL,6 PERSONS,2081,5094,3675,2002,798,445,236,138,207
QUETTA DISTRICT,RURAL,7 PERSONS,1538,4841,3909,2276,908,473,272,170,289
QUETTA DISTRICT,RURAL,8 PERSONS,1096,4043,3832,2358,969,495,238,173,243
QUETTA DISTRICT,RURAL,9 PERSONS,670,3278,3448,2369,1060,578,258,177,295
QUETTA DISTRICT,RURAL,10 PERSONS AND ABOVE,1347,6343,9909,10174,6482,4567,2424,1807,3118
QUETTA DISTRICT,URBAN,1 PERSON,1328,879,586,283,108,87,41,48,61
QUETTA DISTRICT,URBAN,2 PERSONS,2171,2023,1135,512,300,229,119,93,150
QUETTA DISTRICT,URBAN,3 PERSONS,2269,2842,1819,822,404,237,136,120,205
QUETTA DISTRICT,URBAN,4 PERSONS,2336,4095,3003,1338,588,363,197,141,244
QUETTA DISTRICT,URBAN,5 PERSONS,2176,4987,3977,1813,819,532,242,201,287
QUETTA DISTRICT,URBAN,6 PERSONS,1794,4945,4177,2046,930,612,302,213,330
QUETTA DISTRICT,URBAN,7 PERSONS,1211,3969,3859,1960,881,586,262,218,283
QUETTA DISTRICT,URBAN,8 PERSONS,772,2964,3175,1862,908,571,243,170,255
QUETTA DISTRICT,URBAN,9 PERSONS,444,2151,2634,1606,787,471,233,162,252
QUETTA DISTRICT,URBAN,10 PERSONS AND ABOVE,789,3815,6782,6663,4479,3216,1676,1314,2160
RAHIM YAR KHAN DISTRICT,RURAL,1 PERSON,5090,1820,678,318,124,52,38,25,19
RAHIM YAR KHAN DISTRICT,RURAL,2 PERSONS,19887,7784,2113,734,282,99,112,44,52
RAHIM YAR KHAN DISTRICT,RURAL,3 PERSONS,23380,11919,3668,1234,428,188,165,51,89
RAHIM YAR KHAN DISTRICT,RURAL,4 PERSONS,27629,18320,6110,2215,767,319,197,83,126
RAHIM YAR KHAN DISTRICT,RURAL,5 PERSONS,28706,24457,9410,3306,1147,483,355,115,121
RAHIM YAR KHAN DISTRICT,RURAL,6 PERSONS,26637,27286,11428,4535,1480,690,387,133,176
RAHIM YAR KHAN DISTRICT,RURAL,7 PERSONS,21571,25212,11328,4536,1577,713,397,170,184
RAHIM YAR KHAN DISTRICT,RURAL,8 PERSONS,15584,20863,9982,4298,1406,691,369,178,179
RAHIM YAR KHAN DISTRICT,RURAL,9 PERSONS,10003,15264,7973,3766,1276,671,287,145,169
RAHIM YAR KHAN DISTRICT,RURAL,10 PERSONS AND ABOVE,14347,30434,24467,15754,6851,4212,1967,1359,1483
RAHIM YAR KHAN DISTRICT,URBAN,1 PERSON,1391,963,477,252,95,52,36,15,20
RAHIM YAR KHAN DISTRICT,URBAN,2 PERSONS,3828,3113,1547,788,307,151,95,39,41
RAHIM YAR KHAN DISTRICT,URBAN,3 PERSONS,4570,4830,2627,1330,458,234,140,63,68
RAHIM YAR KHAN DISTRICT,URBAN,4 PERSONS,5572,6935,4283,2251,827,368,219,99,126
RAHIM YAR KHAN DISTRICT,URBAN,5 PERSONS,5729,8865,5989,3349,1356,619,318,126,177
RAHIM YAR KHAN DISTRICT,URBAN,6 PERSONS,4986,8627,6162,3637,1429,752,397,158,180
RAHIM YAR KHAN DISTRICT,URBAN,7 PERSONS,3355,6546,4746,2827,1172,597,314,144,159
RAHIM YAR KHAN DISTRICT,URBAN,8 PERSONS,2164,4329,3294,2084,844,419,221,122,117
RAHIM YAR KHAN DISTRICT,URBAN,9 PERSONS,1188,2788,2203,1459,656,363,186,95,90
RAHIM YAR KHAN DISTRICT,URBAN,10 PERSONS AND ABOVE,1551,4447,4868,3979,1997,1392,738,467,519
RAJANPUR DISTRICT,RURAL,1 PERSON,2169,433,152,52,25,6,13,3,9
RAJANPUR DISTRICT,RURAL,2 PERSONS,11371,1819,464,121,50,19,51,9,18
RAJANPUR DISTRICT,RURAL,3 PERSONS,12577,2682,714,192,60,33,47,19,38
RAJANPUR DISTRICT,RURAL,4 PERSONS,14095,4119,1064,286,97,32,71,31,38
RAJANPUR DISTRICT,RURAL,5 PERSONS,14730,5728,1451,433,153,54,83,30,39
RAJANPUR DISTRICT,RURAL,6 PERSONS,14089,7294,1934,572,182,106,105,26,38
RAJANPUR DISTRICT,RURAL,7 PERSONS,12515,8242,2282,733,203,94,116,24,53
RAJANPUR DISTRICT,RURAL,8 PERSONS,9899,8051,2463,756,202,87,105,28,61
RAJANPUR DISTRICT,RURAL,9 PERSONS,6957,6695,2519,767,222,94,95,20,46
RAJANPUR DISTRICT,RURAL,10 PERSONS AND ABOVE,10852,17079,11594,6426,2634,1469,756,406,634
RAJANPUR DISTRICT,URBAN,1 PERSON,501,284,98,64,22,6,1,3,3
RAJANPUR DISTRICT,URBAN,2 PERSONS,1293,738,231,107,34,15,10,6,6
RAJANPUR DISTRICT,URBAN,3 PERSONS,1561,1093,384,168,72,26,17,6,11
RAJANPUR DISTRICT,URBAN,4 PERSONS,1843,1745,636,295,90,43,26,12,13
RAJANPUR DISTRICT,URBAN,5 PERSONS,1910,2177,907,388,158,66,40,10,25
RAJANPUR DISTRICT,URBAN,6 PERSONS,1876,2450,1098,518,184,78,42,15,33
RAJANPUR DISTRICT,URBAN,7 PERSONS,1467,2279,1027,459,195,91,39,20,20
RAJANPUR DISTRICT,URBAN,8 PERSONS,987,1809,935,481,173,84,42,17,29
RAJANPUR DISTRICT,URBAN,9 PERSONS,579,1396,738,400,155,75,36,18,27
RAJANPUR DISTRICT,URBAN,10 PERSONS AND ABOVE,788,2588,2322,1649,820,475,238,161,181
RAWALPINDI DISTRICT,RURAL,1 PERSON,2945,3336,2401,1283,498,361,135,99,232
RAWALPINDI DISTRICT,RURAL,2 PERSONS,3439,8685,6926,3524,1314,727,298,199,319
RAWALPINDI DISTRICT,RURAL,3 PERSONS,3640,10758,10858,5361,2014,1097,427,258,369
RAWALPINDI DISTRICT,RURAL,4 PERSONS,4281,15919,17099,9362,3380,1767,648,455,487
RAWALPINDI DISTRICT,RURAL,5 PERSONS,4233,18312,23123,12966,4992,2600,959,616,663
RAWALPINDI DISTRICT,RURAL,6 PERSONS,3041,15506,21255,12975,5082,2846,1015,650,716
RAWALPINDI DISTRICT,RURAL,7 PERSONS,1721,9741,14626,9948,4157,2441,941,647,630
RAWALPINDI DISTRICT,RURAL,8 PERSONS,937,5384,9125,6976,3151,1967,757,513,556
RAWALPINDI DISTRICT,RURAL,9 PERSONS,487,2932,5529,4692,2369,1542,524,426,481
RAWALPINDI DISTRICT,RURAL,10 PERSONS AND ABOVE,803,4038,9495,10142,6151,5351,2286,1953,2729
RAWALPINDI DISTRICT,URBAN,1 PERSON,6199,3337,2195,987,336,276,132,91,158
RAWALPINDI DISTRICT,URBAN,2 PERSONS,7368,10594,6978,2603,869,698,299,187,230
RAWALPINDI DISTRICT,URBAN,3 PERSONS,7902,15621,12294,4430,1458,974,442,280,296
RAWALPINDI DISTRICT,URBAN,4 PERSONS,9758,24905,21279,8155,2549,1729,736,504,501
RAWALPINDI DISTRICT,URBAN,5 PERSONS,9333,30420,30245,11388,3931,2632,1029,705,682
RAWALPINDI DISTRICT,URBAN,6 PERSONS,6534,24845,26991,11435,3671,2850,1042,738,729
RAWALPINDI DISTRICT,URBAN,7 PERSONS,3523,15114,17847,8226,2917,2334,829,643,595
RAWALPINDI DISTRICT,URBAN,8 PERSONS,1819,8237,11078,5925,2184,1935,631,549,440
RAWALPINDI DISTRICT,URBAN,9 PERSONS,932,4547,6987,4306,1768,1686,534,490,397
RAWALPINDI DISTRICT,URBAN,10 PERSONS AND ABOVE,1557,6750,13657,11629,6163,7093,2617,2691,3117
SAHIWAL DISTRICT,RURAL,1 PERSON,3063,1681,706,337,127,66,32,23,34
SAHIWAL DISTRICT,RURAL,2 PERSONS,8173,6114,2289,913,374,159,83,50,48
SAHIWAL DISTRICT,RURAL,3 PERSONS,9503,9082,3943,1562,577,250,150,77,75
SAHIWAL DISTRICT,RURAL,4 PERSONS,11406,13488,6561,2806,1074,478,236,100,118
SAHIWAL DISTRICT,RURAL,5 PERSONS,12875,17546,9624,4171,1596,674,372,164,165
SAHIWAL DISTRICT,RURAL,6 PERSONS,11198,18209,10243,4830,1857,836,395,212,191
SAHIWAL DISTRICT,RURAL,7 PERSONS,7743,14462,9024,4396,1734,872,386,179,195
SAHIWAL DISTRICT,RURAL,8 PERSONS,4619,10099,6733,3587,1473,730,318,193,160
SAHIWAL DISTRICT,RURAL,9 PERSONS,2553,6284,4993,2903,1253,584,249,124,133
SAHIWAL DISTRICT,RURAL,10 PERSONS AND ABOVE,2993,9245,10833,8542,4604,2908,1357,839,1113
SAHIWAL DISTRICT,URBAN,1 PERSON,780,525,285,148,57,44,22,13,20
SAHIWAL DISTRICT,URBAN,2 PERSONS,1508,1430,767,422,172,103,51,19,26
SAHIWAL DISTRICT,URBAN,3 PERSONS,2052,2412,1351,705,275,145,75,38,44
SAHIWAL DISTRICT,URBAN,4 PERSONS,2677,3760,2254,1306,444,264,106,69,62
SAHIWAL DISTRICT,URBAN,5 PERSONS,3038,4791,3458,1836,762,364,167,83,100
SAHIWAL DISTRICT,URBAN,6 PERSONS,2599,4503,3223,1785,778,391,171,87,79
SAHIWAL DISTRICT,URBAN,7 PERSONS,1621,3114,2399,1431,525,295,121,84,89
SAHIWAL DISTRICT,URBAN,8 PERSONS,850,1945,1570,989,419,247,105,66,56
SAHIWAL DISTRICT,URBAN,9 PERSONS,434,1172,1083,675,328,154,86,58,35
SAHIWAL DISTRICT,URBAN,10 PERSONS AND ABOVE,511,1865,2416,2065,1172,815,360,267,276
SANGHAR DISTRICT,RURAL,1 PERSON,6454,640,170,60,23,11,48,5,22
SANGHAR DISTRICT,RURAL,2 PERSONS,31030,3812,844,307,113,25,165,29,73
SANGHAR DISTRICT,RURAL,3 PERSONS,28670,4242,992,300,116,25,213,13,64
SANGHAR DISTRICT,RURAL,4 PERSONS,29066,5451,1296,460,119,29,224,16,83
SANGHAR DISTRICT,RURAL,5 PERSONS,27489,6290,1420,533,116,54,197,12,57
SANGHAR DISTRICT,RURAL,6 PERSONS,24486,6936,1513,602,176,84,179,20,61
SANGHAR DISTRICT,RURAL,7 PERSONS,19340,6553,1532,610,145,82,174,21,54
SANGHAR DISTRICT,RURAL,8 PERSONS,14035,5402,1261,495,125,86,129,14,57
SANGHAR DISTRICT,RURAL,9 PERSONS,9016,4065,1029,400,81,68,93,25,26
SANGHAR DISTRICT,RURAL,10 PERSONS AND ABOVE,10256,6476,2472,1119,342,212,186,44,69
SANGHAR DISTRICT,URBAN,1 PERSON,1713,409,130,61,26,16,15,3,10
SANGHAR DISTRICT,URBAN,2 PERSONS,7226,1902,553,277,110,47,72,18,47
SANGHAR DISTRICT,URBAN,3 PERSONS,7772,2610,781,319,134,68,57,22,43
SANGHAR DISTRICT,URBAN,4 PERSONS,8262,3715,1161,446,125,71,63,24,58
SANGHAR DISTRICT,URBAN,5 PERSONS,7770,4363,1446,590,203,103,89,24,59
SANGHAR DISTRICT,URBAN,6 PERSONS,6700,4451,1501,620,181,105,91,19,51
SANGHAR DISTRICT,URBAN,7 PERSONS,4937,3607,1297,542,201,72,82,13,35
SANGHAR DISTRICT,URBAN,8 PERSONS,3274,2785,1043,404,132,71,64,24,29
SANGHAR DISTRICT,URBAN,9 PERSONS,1868,1845,795,318,119,51,37,6,17
SANGHAR DISTRICT,URBAN,10 PERSONS AND ABOVE,2351,3029,1759,1099,443,241,133,75,79
SARGODHA DISTRICT,RURAL,1 PERSON,4428,2346,867,387,145,92,44,22,42
SARGODHA DISTRICT,RURAL,2 PERSONS,12476,8816,3092,1182,428,206,124,60,92
SARGODHA DISTRICT,RURAL,3 PERSONS,14171,12635,5026,1989,717,342,183,76,111
SARGODHA DISTRICT,RURAL,4 PERSONS,17822,20044,8684,3556,1265,545,313,162,174
SARGODHA DISTRICT,RURAL,5 PERSONS,18886,25817,12716,5184,1910,851,464,193,255
SARGODHA DISTRICT,RURAL,6 PERSONS,16385,26152,13933,5965,2131,1038,445,243,262
SARGODHA DISTRICT,RURAL,7 PERSONS,10550,20165,11734,5347,1953,935,487,207,250
SARGODHA DISTRICT,RURAL,8 PERSONS,6006,13303,8612,4314,1617,825,362,217,213
SARGODHA DISTRICT,RURAL,9 PERSONS,3059,7981,6044,3409,1288,738,298,173,192
SARGODHA DISTRICT,RURAL,10 PERSONS AND ABOVE,3530,11928,12913,9836,5035,3189,1472,857,1164
SARGODHA DISTRICT,URBAN,1 PERSON,1579,1115,604,293,107,69,18,26,30
SARGODHA DISTRICT,URBAN,2 PERSONS,3315,3679,1735,860,300,222,94,57,66
SARGODHA DISTRICT,URBAN,3 PERSONS,4233,5439,3442,1371,539,335,150,66,87
SARGODHA DISTRICT,URBAN,4 PERSONS,5555,8682,5330,2492,933,533,229,119,150
SARGODHA DISTRICT,URBAN,5 PERSONS,6062,10987,7786,3702,1466,777,298,194,179
SARGODHA DISTRICT,URBAN,6 PERSONS,5073,10297,7317,3760,1437,853,334,198,205
SARGODHA DISTRICT,URBAN,7 PERSONS,2993,6885,5503,2802,1144,642,289,169,158
SARGODHA DISTRICT,URBAN,8 PERSONS,1600,4274,3602,2042,782,542,216,109,115
SARGODHA DISTRICT,URBAN,9 PERSONS,849,2465,2406,1491,670,441,174,120,109
SARGODHA DISTRICT,URBAN,10 PERSONS AND ABOVE,987,3590,4804,4036,2214,1596,657,513,579
SHAHEED BENAZIRABAD DISTRICT,RURAL,1 PERSON,5860,339,57,26,16,3,36,7,11
SHAHEED BENAZIRABAD DISTRICT,RURAL,2 PERSONS,26360,2275,338,112,64,13,138,18,54
SHAHEED BENAZIRABAD DISTRICT,RURAL,3 PERSONS,24152,2736,428,121,39,13,130,18,54
SHAHEED BENAZIRABAD DISTRICT,RURAL,4 PERSONS,24461,3701,541,181,82,31,141,15,61
SHAHEED BENAZIRABAD DISTRICT,RURAL,5 PERSONS,22390,4543,591,197,75,33,148,26,58
SHAHEED BENAZIRABAD DISTRICT,RURAL,6 PERSONS,19661,5087,722,235,78,51,134,15,44
SHAHEED BENAZIRABAD DISTRICT,RURAL,7 PERSONS,15228,4729,712,221,47,61,114,14,42
SHAHEED BENAZIRABAD DISTRICT,RURAL,8 PERSONS,10617,3913,725,213,58,36,74,9,16
SHAHEED BENAZIRABAD DISTRICT,RURAL,9 PERSONS,6491,3063,642,169,52,43,68,6,21
SHAHEED BENAZIRABAD DISTRICT,RURAL,10 PERSONS AND ABOVE,7725,4973,1710,717,200,114,140,47,58
SHAHEED BENAZIRABAD DISTRICT,URBAN,1 PERSON,1459,437,180,68,34,14,14,4,11
SHAHEED BENAZIRABAD DISTRICT,URBAN,2 PERSONS,5938,2115,645,275,128,74,61,22,35
SHAHEED BENAZIRABAD DISTRICT,URBAN,3 PERSONS,6137,2729,798,343,149,74,85,31,34
SHAHEED BENAZIRABAD DISTRICT,URBAN,4 PERSONS,6399,3599,1102,475,198,109,82,36,46
SHAHEED BENAZIRABAD DISTRICT,URBAN,5 PERSONS,5977,4143,1374,587,256,115,86,31,63
SHAHEED BENAZIRABAD DISTRICT,URBAN,6 PERSONS,5070,4066,1455,568,212,112,88,35,42
SHAHEED BENAZIRABAD DISTRICT,URBAN,7 PERSONS,3582,3293,1130,493,187,104,81,29,27
SHAHEED BENAZIRABAD DISTRICT,URBAN,8 PERSONS,2314,2486,979,400,127,80,55,20,28
SHAHEED BENAZIRABAD DISTRICT,URBAN,9 PERSONS,1449,1620,598,321,103,55,26,17,10
SHAHEED BENAZIRABAD DISTRICT,URBAN,10 PERSONS AND ABOVE,1769,2800,1493,901,353,188,117,62,76
SHANGLA DISTRICT,RURAL,1 PERSON,214,148,31,13,8,4,1,2,
SHANGLA DISTRICT,RURAL,2 PERSONS,1098,1289,216,104,24,14,7,4,8
SHANGLA DISTRICT,RURAL,3 PERSONS,1230,2089,455,177,50,22,13,10,11
SHANGLA DISTRICT,RURAL,4 PERSONS,1557,3469,879,306,61,54,23,10,14
SHANGLA DISTRICT,RURAL,5 PERSONS,1664,4455,1396,537,146,70,33,19,35
SHANGLA DISTRICT,RURAL,6 PERSONS,1613,5316,1981,862,197,115,37,21,38
SHANGLA DISTRICT,RURAL,7 PERSONS,1311,5463,2463,1168,284,151,45,31,38
SHANGLA DISTRICT,RURAL,8 PERSONS,913,4729,2447,1264,298,177,57,47,50
SHANGLA DISTRICT,RURAL,9 PERSONS,560,3421,2223,1122,269,223,55,42,52
SHANGLA DISTRICT,RURAL,10 PERSONS AND ABOVE,833,7034,7503,5939,2296,1895,559,544,730
SHANGLA DISTRICT,URBAN,1 PERSON,,,,,,,,,
SHANGLA DISTRICT,URBAN,2 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,3 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,4 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,5 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,6 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,7 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,8 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,9 PERSONS,,,,,,,,,
SHANGLA DISTRICT,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
SHEIKHUPURA DISTRICT,RURAL,1 PERSON,3527,1712,635,314,114,57,42,26,35
SHEIKHUPURA DISTRICT,RURAL,2 PERSONS,7962,5113,1673,662,218,121,75,41,49
SHEIKHUPURA DISTRICT,RURAL,3 PERSONS,10014,8084,3022,1212,354,183,122,43,62
SHEIKHUPURA DISTRICT,RURAL,4 PERSONS,12605,12872,5254,2138,699,330,184,97,130
SHEIKHUPURA DISTRICT,RURAL,5 PERSONS,14848,18427,8470,3582,1261,608,279,132,173
SHEIKHUPURA DISTRICT,RURAL,6 PERSONS,14184,21641,10474,4782,1597,806,341,186,213
SHEIKHUPURA DISTRICT,RURAL,7 PERSONS,10139,18283,9801,4573,1641,806,357,217,206
SHEIKHUPURA DISTRICT,RURAL,8 PERSONS,5928,13029,7807,3883,1310,675,271,170,176
SHEIKHUPURA DISTRICT,RURAL,9 PERSONS,2906,7990,5816,3123,1186,569,281,131,163
SHEIKHUPURA DISTRICT,RURAL,10 PERSONS AND ABOVE,3246,12117,13410,10328,4684,3128,1358,976,1051
SHEIKHUPURA DISTRICT,URBAN,1 PERSON,1612,877,426,241,77,46,16,19,20
SHEIKHUPURA DISTRICT,URBAN,2 PERSONS,3468,2684,1097,556,185,116,44,31,30
SHEIKHUPURA DISTRICT,URBAN,3 PERSONS,4887,4653,2233,936,365,216,100,50,64
SHEIKHUPURA DISTRICT,URBAN,4 PERSONS,6338,7660,3905,1767,668,365,191,82,112
SHEIKHUPURA DISTRICT,URBAN,5 PERSONS,7211,10972,6284,2963,1122,580,262,157,168
SHEIKHUPURA DISTRICT,URBAN,6 PERSONS,6623,11274,7119,3511,1230,736,332,171,211
SHEIKHUPURA DISTRICT,URBAN,7 PERSONS,4295,8646,5841,2973,1102,623,320,167,187
SHEIKHUPURA DISTRICT,URBAN,8 PERSONS,2259,5492,4151,2310,908,502,191,131,137
SHEIKHUPURA DISTRICT,URBAN,9 PERSONS,1099,3277,2876,1696,757,440,201,106,103
SHEIKHUPURA DISTRICT,URBAN,10 PERSONS AND ABOVE,1368,4821,6264,5419,2692,2066,824,651,717
SHERANI DISTRICT,RURAL,1 PERSON,55,30,15,7,2,,1,1,1
SHERANI DISTRICT,RURAL,2 PERSONS,590,579,271,97,26,13,9,4,8
SHERANI DISTRICT,RURAL,3 PERSONS,540,664,270,87,34,18,8,7,12
SHERANI DISTRICT,RURAL,4 PERSONS,562,873,417,121,79,54,20,9,26
SHERANI DISTRICT,RURAL,5 PERSONS,421,862,455,132,66,68,36,5,21
SHERANI DISTRICT,RURAL,6 PERSONS,408,794,509,167,70,63,63,28,32
SHERANI DISTRICT,RURAL,7 PERSONS,283,718,530,218,87,67,56,35,37
SHERANI DISTRICT,RURAL,8 PERSONS,225,575,492,209,106,72,66,42,65
SHERANI DISTRICT,RURAL,9 PERSONS,161,462,430,207,75,59,24,35,53
SHERANI DISTRICT,RURAL,10 PERSONS AND ABOVE,324,1096,1298,795,482,379,211,162,461
SHERANI DISTRICT,URBAN,1 PERSON,,,,,,,,,
SHERANI DISTRICT,URBAN,2 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,3 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,4 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,5 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,6 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,7 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,8 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,9 PERSONS,,,,,,,,,
SHERANI DISTRICT,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
SHIKARPUR DISTRICT,RURAL,1 PERSON,2825,215,59,27,9,4,18,1,7
SHIKARPUR DISTRICT,RURAL,2 PERSONS,16104,1461,345,98,42,14,87,5,16
SHIKARPUR DISTRICT,RURAL,3 PERSONS,14766,1783,365,119,54,17,86,12,22
SHIKARPUR DISTRICT,RURAL,4 PERSONS,15459,2391,482,190,39,20,109,5,32
SHIKARPUR DISTRICT,RURAL,5 PERSONS,14793,2746,599,223,67,24,66,14,22
SHIKARPUR DISTRICT,RURAL,6 PERSONS,13412,3042,611,254,57,19,105,6,33
SHIKARPUR DISTRICT,RURAL,7 PERSONS,11558,3175,620,253,66,34,74,10,29
SHIKARPUR DISTRICT,RURAL,8 PERSONS,9159,3040,626,266,77,31,71,6,17
SHIKARPUR DISTRICT,RURAL,9 PERSONS,6343,2598,578,252,77,22,77,4,24
SHIKARPUR DISTRICT,RURAL,10 PERSONS AND ABOVE,10437,5586,2069,826,253,161,162,52,79
SHIKARPUR DISTRICT,URBAN,1 PERSON,903,224,60,39,8,3,8,1,1
SHIKARPUR DISTRICT,URBAN,2 PERSONS,3813,1003,280,139,37,26,33,6,6
SHIKARPUR DISTRICT,URBAN,3 PERSONS,3739,1387,315,161,43,36,29,6,8
SHIKARPUR DISTRICT,URBAN,4 PERSONS,4042,1872,449,214,60,38,43,7,9
SHIKARPUR DISTRICT,URBAN,5 PERSONS,3671,2287,575,244,81,50,47,6,18
SHIKARPUR DISTRICT,URBAN,6 PERSONS,3089,2203,591,264,73,36,34,6,6
SHIKARPUR DISTRICT,URBAN,7 PERSONS,2426,1948,544,239,65,38,29,7,7
SHIKARPUR DISTRICT,URBAN,8 PERSONS,1786,1456,489,205,46,29,33,10,4
SHIKARPUR DISTRICT,URBAN,9 PERSONS,1085,1115,364,174,46,25,14,7,2
SHIKARPUR DISTRICT,URBAN,10 PERSONS AND ABOVE,1501,2135,1057,602,205,111,62,38,40
SIALKOT DISTRICT,RURAL,1 PERSON,2537,1941,1057,638,269,166,87,48,74
SIALKOT DISTRICT,RURAL,2 PERSONS,4499,5219,2844,1582,667,362,169,109,121
SIALKOT DISTRICT,RURAL,3 PERSONS,6083,8639,5666,3159,1294,704,343,207,188
SIALKOT DISTRICT,RURAL,4 PERSONS,8085,13519,9728,5663,2318,1279,518,350,317
SIALKOT DISTRICT,RURAL,5 PERSONS,9736,18564,14526,8683,3508,2045,813,448,511
SIALKOT DISTRICT,RURAL,6 PERSONS,9127,20391,16656,9970,4349,2478,984,618,638
SIALKOT DISTRICT,RURAL,7 PERSONS,6420,16559,14590,9195,4074,2266,955,617,625
SIALKOT DISTRICT,RURAL,8 PERSONS,3778,11201,10586,7381,3233,1869,836,567,532
SIALKOT DISTRICT,RURAL,9 PERSONS,1811,6432,7025,5252,2489,1559,631,487,520
SIALKOT DISTRICT,RURAL,10 PERSONS AND ABOVE,2086,9063,14511,14655,8684,6579,3074,2553,3444
SIALKOT DISTRICT,URBAN,1 PERSON,1463,999,595,395,197,149,55,46,76
SIALKOT DISTRICT,URBAN,2 PERSONS,1969,2660,1695,1017,489,294,135,95,117
SIALKOT DISTRICT,URBAN,3 PERSONS,2646,4468,3089,1865,787,516,199,135,156
SIALKOT DISTRICT,URBAN,4 PERSONS,3309,6681,5085,3033,1470,869,377,233,252
SIALKOT DISTRICT,URBAN,5 PERSONS,3737,8467,7139,4423,2221,1347,557,353,334
SIALKOT DISTRICT,URBAN,6 PERSONS,3270,8207,7282,4948,2253,1558,613,366,431
SIALKOT DISTRICT,URBAN,7 PERSONS,1991,5409,5285,3812,1832,1232,542,340,356
SIALKOT DISTRICT,URBAN,8 PERSONS,1084,3271,3472,2622,1310,937,367,279,293
SIALKOT DISTRICT,URBAN,9 PERSONS,528,1804,2152,1822,935,770,305,206,242
SIALKOT DISTRICT,URBAN,10 PERSONS AND ABOVE,635,2744,4598,5302,3488,3113,1474,1384,1655
SIBI DISTRICT,RURAL,1 PERSON,279,41,10,3,4,1,1,,2
SIBI DISTRICT,RURAL,2 PERSONS,1764,371,73,18,10,4,5,2,4
SIBI DISTRICT,RURAL,3 PERSONS,1447,491,111,15,13,3,8,4,1
SIBI DISTRICT,RURAL,4 PERSONS,1413,700,129,39,15,3,6,2,3
SIBI DISTRICT,RURAL,5 PERSONS,1179,860,178,47,14,4,9,6,1
SIBI DISTRICT,RURAL,6 PERSONS,928,925,202,49,13,9,4,7,4
SIBI DISTRICT,RURAL,7 PERSONS,766,848,235,58,10,5,7,1,2
SIBI DISTRICT,RURAL,8 PERSONS,494,638,264,77,11,4,1,6,6
SIBI DISTRICT,RURAL,9 PERSONS,354,491,222,85,14,6,2,8,4
SIBI DISTRICT,RURAL,10 PERSONS AND ABOVE,537,752,509,301,138,55,31,22,17
SIBI DISTRICT,URBAN,1 PERSON,84,111,25,15,9,2,2,2,4
SIBI DISTRICT,URBAN,2 PERSONS,215,257,93,51,18,9,5,7,5
SIBI DISTRICT,URBAN,3 PERSONS,218,270,129,68,23,11,4,4,6
SIBI DISTRICT,URBAN,4 PERSONS,195,395,154,90,29,20,5,4,6
SIBI DISTRICT,URBAN,5 PERSONS,170,480,210,107,38,17,9,4,11
SIBI DISTRICT,URBAN,6 PERSONS,142,443,235,103,41,17,15,6,8
SIBI DISTRICT,URBAN,7 PERSONS,94,388,233,117,33,23,5,4,12
SIBI DISTRICT,URBAN,8 PERSONS,62,332,190,125,40,19,7,4,7
SIBI DISTRICT,URBAN,9 PERSONS,33,235,155,85,35,19,7,4,8
SIBI DISTRICT,URBAN,10 PERSONS AND ABOVE,56,428,480,429,217,140,51,42,42
SOHBATPUR DISTRICT,RURAL,1 PERSON,332,46,12,4,2,,,,1
SOHBATPUR DISTRICT,RURAL,2 PERSONS,2157,252,63,25,7,1,6,2,4
SOHBATPUR DISTRICT,RURAL,3 PERSONS,2249,289,92,33,7,,7,,1
SOHBATPUR DISTRICT,RURAL,4 PERSONS,2484,394,111,41,5,2,6,1,7
SOHBATPUR DISTRICT,RURAL,5 PERSONS,2594,517,133,29,6,2,11,,5
SOHBATPUR DISTRICT,RURAL,6 PERSONS,2489,540,190,52,6,1,16,,8
SOHBATPUR DISTRICT,RURAL,7 PERSONS,2259,628,166,45,12,4,10,3,4
SOHBATPUR DISTRICT,RURAL,8 PERSONS,1842,601,153,47,16,6,15,7,5
SOHBATPUR DISTRICT,RURAL,9 PERSONS,1317,486,142,50,12,8,13,,3
SOHBATPUR DISTRICT,RURAL,10 PERSONS AND ABOVE,2546,1462,564,181,47,38,26,13,17
SOHBATPUR DISTRICT,URBAN,1 PERSON,47,2,,,,,,,
